,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
0,HDS5C4040ALE630,4.000787030016,60.0,5013.0,120365.0,0.0,0.0,0.0010170870626525631,HGST
1,HDS724040ALE640,4.000787030016,40.0,3640.0,87407.0,0.0,0.0,0.0006780580417683754,HGST
2,HMS5C4040ALE640,4.0007870300167685,7092.0,645094.0,15489610.0,7.0,0.3958782693689512,0.12021969080553295,HGST
3,HMS5C4040BLE640,4.000787030016,3092.0,281347.0,6755495.0,1.0,0.12967221498942713,0.052413886628695415,HGST
4,HUH728080ALE600,8.00156322201599,46.0,4092.0,98245.0,1.0,8.916484299455442,0.0007797667480336317,HGST
5,HDS5C3030ALA630,3.0005929820162045,4560.0,414833.0,9961100.0,2.0,0.1758841894971439,0.07729861676159479,Hitachi
6,HDS5C3030BLE630,3.000592982016,1.0,91.0,2186.0,0.0,0.0,1.6951451044209385e-05,Hitachi
7,HDS5C4040ALE630,4.000787030016,2643.0,240274.0,5769419.0,4.0,0.6073401845142465,0.044802685109845405,Hitachi
8,HDS722020ALA330,2.000398934015973,4587.0,415907.0,9986416.0,12.0,1.0526298924458986,0.07775630593978844,Hitachi
9,HDS723020BLA642,2.000398934016003,8.0,728.0,17483.0,0.0,0.0,0.00013561160835367508,Hitachi
10,HDS723030ALA640,3.0005929820159785,1002.0,91112.0,2187812.0,2.0,0.8008000687444808,0.016985353946297802,Hitachi
11,HDS723030BLE640,3.000592982016,9.0,819.0,19667.0,0.0,0.0,0.00015256305939788446,Hitachi
12,HDS724040ALE640,4.000787030016,3.0,273.0,6555.0,0.0,0.0,5.085435313262815e-05,Hitachi
13,HDT725025VLA380,0.25,1.0,91.0,2186.0,0.0,0.0,1.6951451044209385e-05,Hitachi
14,HD154UI,1.5003019100160022,1.0,91.0,2185.0,0.0,0.0,1.6951451044209385e-05,Samsung
15,ST1500DL003,1.5003019100160022,1.0,75.0,1795.0,0.0,0.0,1.6951451044209385e-05,Seagate
16,ST1500DM003,1.5003019100160022,1.0,75.0,1797.0,0.0,0.0,1.6951451044209385e-05,Seagate
17,ST2000VN000,2.0003989340160007,7.0,389.0,9344.0,0.0,0.0,0.00011866015730946568,Seagate
18,ST250LM004 HN,0.2500593500159999,35.0,3076.0,59505.0,3.0,44.16435593647593,0.0005933007865473284,Seagate
19,ST250LT007,0.25005935001600005,4.0,320.0,6749.0,0.0,0.0,6.780580417683754e-05,Seagate
20,ST3000DM001,3.00059298201599,146.0,2887.0,69414.0,3.0,37.85979773532717,0.0024749118524545703,Seagate
21,ST31500341AS,1.5003019100160022,2.0,166.0,3988.0,0.0,0.0,3.390290208841877e-05,Seagate
22,ST31500541AS,1.5003019100159933,626.0,43873.0,1052304.0,2.0,1.664918122519728,0.010611608353675075,Seagate
23,ST3160316AS,0.16004188569599978,53.0,4748.0,113013.0,0.0,0.0,0.0008984269053430974,Seagate
24,ST3160318AS,0.16004188569599978,47.0,4234.0,101607.0,0.0,0.0,0.0007967181990778411,Seagate
25,ST320LT007,0.3200729333760001,78.0,6496.0,157688.0,10.0,55.55273705037796,0.0013222131814483319,Seagate
26,ST33000651AS,3.0005929820160016,78.0,648.0,15554.0,0.0,0.0,0.0013222131814483319,Seagate
27,ST3500320AS,0.5001078620160009,1.0,91.0,2185.0,0.0,0.0,1.6951451044209385e-05,Seagate
28,ST4000DM000,4.000787030017563,29261.0,2288436.0,54820415.0,177.0,2.828362390178914,0.4960164090046108,Seagate
29,ST4000DX000,4.000787030016,214.0,19343.0,464437.0,2.0,3.772309269072016,0.0036276105234608084,Seagate
30,ST500LM012 HN,0.5001078620159964,516.0,39664.0,933564.0,0.0,0.0,0.008746948738812042,Seagate
31,ST6000DX000,6.001175126015901,1886.0,171258.0,4112226.0,4.0,0.8520932458478693,0.0319704366693789,Seagate
32,ST9250315AS,0.25005935001600005,58.0,4946.0,120135.0,7.0,51.04257710076165,0.0009831841605641442,Seagate
33,ST9320325AS,0.3200729333760001,24.0,2107.0,48089.0,1.0,18.21622408450997,0.0004068348250610252,Seagate
34,DT01ACA300,3.0005929820160016,47.0,4200.0,100845.0,0.0,0.0,0.0007967181990778411,Toshiba
35,MD04ABA400V,4.000787030016,145.0,13195.0,316738.0,0.0,0.0,0.0024579604014103606,Toshiba
36,MD04ABA500V,5.000981078016005,45.0,4095.0,98285.0,0.0,0.0,0.0007628152969894223,Toshiba
37,WD1001FALS,1.000204886016,2.0,63.0,1147.0,0.0,0.0,3.390290208841877e-05,Western Digital
38,WD10EACS,1.000204886016,35.0,734.0,15101.0,0.0,0.0,0.0005933007865473284,Western Digital
39,WD10EADS,1.0002048860159989,295.0,9816.0,186545.0,4.0,18.78367150017422,0.005000678058041768,Western Digital
40,WD10EADX,1.000204886016,8.0,404.0,6974.0,0.0,0.0,0.00013561160835367508,Western Digital
41,WD10EARS,1.000204886016,2.0,45.0,1066.0,0.0,0.0,3.390290208841877e-05,Western Digital
42,WD10EARX,1.000204886016,2.0,47.0,1128.0,0.0,0.0,3.390290208841877e-05,Western Digital
43,WD15EARS,1.500301910016,1.0,11.0,264.0,0.0,0.0,1.6951451044209385e-05,Western Digital
44,WD1600AAJB,0.16004188569599986,6.0,546.0,12978.0,0.0,0.0,0.0001017087062652563,Western Digital
45,WD1600AAJS,0.16004188569599978,100.0,8795.0,209866.0,0.0,0.0,0.0016951451044209384,Western Digital
46,WD1600BPVT,0.16004188569599986,2.0,174.0,4175.0,1.0,209.82035928143713,3.390290208841877e-05,Western Digital
47,WD20EFRX,2.000398934016004,137.0,12035.0,288637.0,3.0,9.10486181605269,0.0023223487930566855,Western Digital
48,WD2500AAJB,0.2500593500159998,1.0,91.0,2181.0,0.0,0.0,1.6951451044209385e-05,Western Digital
49,WD2500AAJS,0.2500593500159998,3.0,273.0,6548.0,0.0,0.0,5.085435313262815e-05,Western Digital
50,WD2500BEVT,0.2500593500159998,1.0,91.0,2176.0,0.0,0.0,1.6951451044209385e-05,Western Digital
51,WD2500BPVT,0.2500593500159998,8.0,728.0,17461.0,0.0,0.0,0.00013561160835367508,Western Digital
52,WD30EFRX,3.000592982015968,1102.0,96091.0,2302618.0,13.0,4.9456748796370045,0.01868049905071874,Western Digital
53,WD3200AAJB,0.3200729333760001,2.0,182.0,4365.0,0.0,0.0,3.390290208841877e-05,Western Digital
