time,surv,surv_lower,surv_upper
0.00102739726027,1.0,,
0.00114155251142,1.0,,
0.0013698630137,1.0,,
0.00148401826484,1.0,,
0.00159817351598,1.0,,
0.00171232876712,1.0,,
0.00182648401826,1.0,,
0.00194063926941,1.0,,
0.00205479452055,1.0,,
0.00296803652968,1.0,,
0.00821917808219,1.0,,
0.00833333333333,1.0,,
0.0315068493151,1.0,,
0.152283105023,1.0,,
0.173858447489,1.0,,
0.182648401826,1.0,,
0.190639269406,1.0,,
0.198858447489,1.0,,
0.201826484018,1.0,,
0.201940639269,1.0,,
0.215639269406,0.974358974359,0.996349459719,0.831527022917
0.225913242009,0.974358974359,0.996349459719,0.831527022917
0.22602739726,0.974358974359,0.996349459719,0.831527022917
0.226141552511,0.974358974359,0.996349459719,0.831527022917
0.226369863014,0.974358974359,0.996349459719,0.831527022917
0.232077625571,0.974358974359,0.996349459719,0.831527022917
0.240753424658,0.974358974359,0.996349459719,0.831527022917
0.248630136986,0.974358974359,0.996349459719,0.831527022917
0.250570776256,0.974358974359,0.996349459719,0.831527022917
0.250684931507,0.974358974359,0.996349459719,0.831527022917
0.267808219178,0.974358974359,0.996349459719,0.831527022917
0.273173515982,0.974358974359,0.996349459719,0.831527022917
0.283447488584,0.974358974359,0.996349459719,0.831527022917
0.28698630137,0.974358974359,0.996349459719,0.831527022917
0.319748858447,0.974358974359,0.996349459719,0.831527022917
0.338584474886,0.974358974359,0.996349459719,0.831527022917
0.341210045662,0.974358974359,0.996349459719,0.831527022917
0.341552511416,0.974358974359,0.996349459719,0.831527022917
0.343378995434,0.974358974359,0.996349459719,0.831527022917
0.343949771689,0.974358974359,0.996349459719,0.831527022917
0.344748858447,0.974358974359,0.996349459719,0.831527022917
0.34703196347,0.974358974359,0.996349459719,0.831527022917
0.354109589041,0.974358974359,0.996349459719,0.831527022917
0.358105022831,0.974358974359,0.996349459719,0.831527022917
0.358219178082,0.974358974359,0.996349459719,0.831527022917
0.358333333333,0.974358974359,0.996349459719,0.831527022917
0.363698630137,0.974358974359,0.996349459719,0.831527022917
0.364611872146,0.974358974359,0.996349459719,0.831527022917
0.364726027397,0.974358974359,0.996349459719,0.831527022917
0.368607305936,0.974358974359,0.996349459719,0.831527022917
0.374429223744,0.974358974359,0.996349459719,0.831527022917
0.376255707763,0.974358974359,0.996349459719,0.831527022917
0.378082191781,0.974358974359,0.996349459719,0.831527022917
0.38002283105,0.974358974359,0.996349459719,0.831527022917
0.382420091324,0.974358974359,0.996349459719,0.831527022917
0.383789954338,0.974358974359,0.996349459719,0.831527022917
0.384931506849,0.974358974359,0.996349459719,0.831527022917
0.385502283105,0.974358974359,0.996349459719,0.831527022917
0.399315068493,0.974358974359,0.996349459719,0.831527022917
0.400684931507,0.974358974359,0.996349459719,0.831527022917
0.402625570776,0.948024948025,0.986750918617,0.807676564662
0.402853881279,0.948024948025,0.986750918617,0.807676564662
0.40296803653,0.948024948025,0.986750918617,0.807676564662
0.409360730594,0.948024948025,0.986750918617,0.807676564662
0.417237442922,0.948024948025,0.986750918617,0.807676564662
0.417579908676,0.948024948025,0.986750918617,0.807676564662
0.419063926941,0.923716616024,0.974748755657,0.781774440311
0.419292237443,0.923716616024,0.974748755657,0.781774440311
0.424885844749,0.923716616024,0.974748755657,0.781774440311
0.434132420091,0.923716616024,0.974748755657,0.781774440311
0.439611872146,0.923716616024,0.974748755657,0.781774440311
0.439726027397,0.923716616024,0.974748755657,0.781774440311
0.454794520548,0.923716616024,0.974748755657,0.781774440311
0.454908675799,0.923716616024,0.974748755657,0.781774440311
0.455479452055,0.923716616024,0.974748755657,0.781774440311
0.460844748858,0.923716616024,0.974748755657,0.781774440311
0.462214611872,0.923716616024,0.974748755657,0.781774440311
0.472374429224,0.923716616024,0.974748755657,0.781774440311
0.477283105023,0.923716616024,0.974748755657,0.781774440311
0.477397260274,0.923716616024,0.974748755657,0.781774440311
0.477853881279,0.923716616024,0.974748755657,0.781774440311
0.47796803653,0.923716616024,0.974748755657,0.781774440311
0.478424657534,0.923716616024,0.974748755657,0.781774440311
0.48299086758,0.923716616024,0.974748755657,0.781774440311
0.499200913242,0.923716616024,0.974748755657,0.781774440311
0.513127853881,0.923716616024,0.974748755657,0.781774440311
0.513356164384,0.923716616024,0.974748755657,0.781774440311
0.516210045662,0.923716616024,0.974748755657,0.781774440311
0.529452054795,0.923716616024,0.974748755657,0.781774440311
0.529908675799,0.923716616024,0.974748755657,0.781774440311
0.530136986301,0.923716616024,0.974748755657,0.781774440311
0.534817351598,0.923716616024,0.974748755657,0.781774440311
0.537214611872,0.923716616024,0.974748755657,0.781774440311
0.537328767123,0.923716616024,0.974748755657,0.781774440311
0.537442922374,0.923716616024,0.974748755657,0.781774440311
0.537557077626,0.923716616024,0.974748755657,0.781774440311
0.537785388128,0.923716616024,0.974748755657,0.781774440311
0.539611872146,0.923716616024,0.974748755657,0.781774440311
0.548401826484,0.923716616024,0.974748755657,0.781774440311
0.548858447489,0.923716616024,0.974748755657,0.781774440311
0.556278538813,0.923716616024,0.974748755657,0.781774440311
0.557077625571,0.923716616024,0.974748755657,0.781774440311
0.557305936073,0.923716616024,0.974748755657,0.781774440311
0.557534246575,0.923716616024,0.974748755657,0.781774440311
0.568493150685,0.923716616024,0.974748755657,0.781774440311
0.573173515982,0.923716616024,0.974748755657,0.781774440311
0.573744292237,0.923716616024,0.974748755657,0.781774440311
0.576141552511,0.923716616024,0.974748755657,0.781774440311
0.576598173516,0.923716616024,0.974748755657,0.781774440311
