,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
0,HDS5C4040ALE630,4.000787030016,1.0,12.0,288.0,0.0,0.0,2.4789905550459853e-05,HGST
1,HDS724040ALE640,4.000787030016,42.0,3822.0,91692.0,0.0,0.0,0.0010411760331193137,HGST
2,HMS5C4040ALE640,4.000787030016475,5544.0,296823.0,7112836.0,14.0,1.7242067720948437,0.13743523637174943,HGST
3,HMS5C4040BLE640,4.000787030016,2840.0,252678.0,6063489.0,1.0,0.1444712771805144,0.07040333176330599,HGST
4,HDS5C3030ALA630,3.0005929820162054,4603.0,417943.0,10030938.0,10.0,0.8732981900595937,0.1141079352487667,Hitachi
5,HDS5C3030BLE630,3.0005929820159993,1.0,91.0,2185.0,0.0,0.0,2.4789905550459853e-05,Hitachi
6,HDS5C4040ALE630,4.000787030016,2542.0,230900.0,5541763.0,2.0,0.3161448802483975,0.06301593990926894,Hitachi
7,HDS722020ALA330,2.0003989340159904,4709.0,428133.0,10275192.0,9.0,0.7672849324859331,0.11673566523711544,Hitachi
8,HDS723020BLA642,2.0003989340160033,10.0,910.0,21840.0,0.0,0.0,0.0002478990555045985,Hitachi
9,HDS723030ALA640,3.0005929820159754,1026.0,92929.0,2230426.0,5.0,1.9637504225650166,0.02543444309477181,Hitachi
10,HDS723030BLE640,3.0005929820159993,10.0,782.0,18768.0,0.0,0.0,0.0002478990555045985,Hitachi
11,HDT721010SLA360,1.000204886015998,1.0,91.0,2186.0,0.0,0.0,2.4789905550459853e-05,Hitachi
12,HDT725025VLA380,0.25,1.0,91.0,2185.0,0.0,0.0,2.4789905550459853e-05,Hitachi
13,HD154UI,1.5003019100160018,3.0,273.0,6552.0,0.0,0.0,7.436971665137956e-05,Samsung
14,ST1500DL001,1.5003019100160007,2.0,109.0,2615.0,0.0,0.0,4.9579811100919706e-05,Seagate
15,ST1500DL003,1.5003019100160015,47.0,3687.0,86886.0,9.0,90.73958980733376,0.0011651255608716132,Seagate
16,ST1500DM003,1.5003019100160018,3.0,273.0,6561.0,0.0,0.0,7.436971665137956e-05,Seagate
17,ST2000DL001,2.000398934016003,2.0,182.0,4369.0,0.0,0.0,4.9579811100919706e-05,Seagate
18,ST2000DL003,2.000398934016001,2.0,121.0,2904.0,1.0,301.65289256198344,4.9579811100919706e-05,Seagate
19,ST2000VN000,2.000398934016003,4.0,364.0,8736.0,0.0,0.0,9.915962220183941e-05,Seagate
20,ST250LM004 HN,0.2500593500159998,37.0,3364.0,80656.0,0.0,0.0,0.0009172265053670146,Seagate
21,ST250LT007,0.2500593500159999,8.0,723.0,17578.0,1.0,49.83502104903857,0.00019831924440367882,Seagate
22,ST3000DM001,3.000592982016183,3820.0,283593.0,6814988.0,648.0,83.29405715754746,0.09469743920275664,Seagate
23,ST31500341AS,1.5003019100159944,381.0,33000.0,791785.0,24.0,26.55266265463478,0.009444954014725204,Seagate
24,ST31500541AS,1.5003019100160109,1761.0,154594.0,3713197.0,50.0,11.795765212564806,0.0436550236743598,Seagate
25,ST3160316AS,0.16004188569599978,64.0,5530.0,132733.0,1.0,6.599715217768,0.0015865539552294306,Seagate
26,ST3160318AS,0.16004188569599978,52.0,4732.0,113577.0,0.0,0.0,0.0012890750886239124,Seagate
27,ST32000542AS,2.0003989340160038,130.0,7222.0,173405.0,7.0,35.3623021250829,0.003222687721559781,Seagate
28,ST320005XXXX,2.0003989340159998,1.0,33.0,793.0,0.0,0.0,2.4789905550459853e-05,Seagate
29,ST320LT007,0.3200729333760001,94.0,8363.0,203487.0,3.0,12.914829939996167,0.0023302511217432264,Seagate
30,ST33000651AS,3.000592982015981,325.0,28328.0,679917.0,4.0,5.15357021518803,0.008056719303899453,Seagate
31,ST3500320AS,0.5001078620160003,1.0,41.0,985.0,0.0,0.0,2.4789905550459853e-05,Seagate
32,ST4000DM000,4.00078703001705,9701.0,873681.0,20962668.0,50.0,2.0894286929507255,0.24048687374501104,Seagate
33,ST4000DX000,4.000787030016,179.0,16289.0,390953.0,0.0,0.0,0.004437393093532313,Seagate
34,ST500LM012 HN,0.5001078620160009,88.0,3466.0,83068.0,0.0,0.0,0.002181511688440467,Seagate
35,ST6000DX000,6.001175126015995,45.0,2385.0,57543.0,0.0,0.0,0.0011155457497706934,Seagate
36,ST9250315AS,0.25005935001600005,64.0,5718.0,140266.0,2.0,12.490553662327292,0.0015865539552294306,Seagate
37,ST9320325AS,0.3200729333760001,24.0,2163.0,53095.0,0.0,0.0,0.0005949577332110365,Seagate
38,DT01ACA300,3.0005929820160016,58.0,5008.0,120185.0,1.0,7.288763156799933,0.0014378145219266715,Toshiba
39,WD1001FALS,1.000204886015998,2.0,182.0,4280.0,0.0,0.0,4.9579811100919706e-05,Western Digital
40,WD10EACS,1.0002048860159987,72.0,6377.0,145385.0,1.0,6.025380885235753,0.0017848731996331095,Western Digital
41,WD10EADS,1.0002048860159911,476.0,43254.0,1000678.0,2.0,1.7508129488206996,0.01179999504201889,Western Digital
42,WD10EADX,1.0002048860159978,25.0,2236.0,50702.0,0.0,0.0,0.0006197476387614963,Western Digital
43,WD10EALS,1.000204886015998,1.0,91.0,2180.0,0.0,0.0,2.4789905550459853e-05,Western Digital
44,WD10EARS,1.000204886015998,5.0,455.0,8462.0,0.0,0.0,0.00012394952775229926,Western Digital
45,WD10EARX,1.000204886015998,3.0,273.0,6517.0,0.0,0.0,7.436971665137956e-05,Western Digital
46,WD15EARS,1.500301910016002,1.0,91.0,2170.0,0.0,0.0,2.4789905550459853e-05,Western Digital
47,WD1600AAJB,0.16004188569599984,8.0,728.0,17323.0,0.0,0.0,0.00019831924440367882,Western Digital
48,WD1600AAJS,0.16004188569599978,114.0,9507.0,227235.0,0.0,0.0,0.0028260492327524234,Western Digital
49,WD1600BPVT,0.16004188569599984,3.0,273.0,6545.0,0.0,0.0,7.436971665137956e-05,Western Digital
50,WD20EFRX,2.0003989340160016,13.0,739.0,17716.0,1.0,49.44682772634906,0.0003222687721559781,Western Digital
51,WD2500AAJB,0.2500593500159998,2.0,182.0,3854.0,0.0,0.0,4.9579811100919706e-05,Western Digital
52,WD2500AAJS,0.25005935001599994,3.0,204.0,4892.0,0.0,0.0,7.436971665137956e-05,Western Digital
53,WD2500BEVT,0.2500593500159998,1.0,91.0,2171.0,0.0,0.0,2.4789905550459853e-05,Western Digital
54,WD2500BPVT,0.2500593500159998,9.0,819.0,19634.0,0.0,0.0,0.0002231091499541387,Western Digital
55,WD30EFRX,3.000592982015982,972.0,68606.0,1634202.0,5.0,2.6802072204048213,0.02409578819504698,Western Digital
56,WD3200AAJB,0.3200729333760001,3.0,273.0,6544.0,0.0,0.0,7.436971665137956e-05,Western Digital
57,WD3200AAJS,0.3200729333760001,6.0,494.0,11676.0,0.0,0.0,0.00014873943330275912,Western Digital
58,WD3200AAKS,0.3200729333760001,1.0,91.0,2160.0,0.0,0.0,2.4789905550459853e-05,Western Digital
59,WD3200BEKT,0.3200729333760001,1.0,91.0,2183.0,0.0,0.0,2.4789905550459853e-05,Western Digital
60,WD3200BEKX,0.3200729333760001,13.0,841.0,20132.0,0.0,0.0,0.0003222687721559781,Western Digital
61,WD3200LPVX,0.3200729333760001,2.0,182.0,4365.0,0.0,0.0,4.9579811100919706e-05,Western Digital
62,WD40EFRX,4.000787030016,45.0,4095.0,98167.0,0.0,0.0,0.0011155457497706934,Western Digital
63,WD5000AAJS,0.5001078620160009,1.0,91.0,1176.0,0.0,0.0,2.4789905550459853e-05,Western Digital
64,WD5000BPKT,0.500107862016001,24.0,2184.0,51832.0,0.0,0.0,0.0005949577332110365,Western Digital
65,WD5000LPVX,0.5001078620160013,128.0,10806.0,258152.0,0.0,0.0,0.003173107910458861,Western Digital
66,WD5002ABYS,0.5001078620160008,6.0,546.0,13087.0,0.0,0.0,0.00014873943330275912,Western Digital
67,WD5003ABYX,0.5001078620160009,2.0,181.0,4337.0,0.0,0.0,4.9579811100919706e-05,Western Digital
68,WD60EFRX,6.001175126015995,47.0,2697.0,64568.0,1.0,13.567092057985379,0.0011651255608716132,Western Digital
69,WD800AAJB,0.08002636185600018,21.0,1806.0,42188.0,1.0,20.764198350241774,0.0005205880165596569,Western Digital
70,WD800AAJS,0.08002636185600012,29.0,2228.0,53386.0,0.0,0.0,0.0007189072609633358,Western Digital
71,WD800BB,0.08002636185600011,52.0,4676.0,109252.0,1.0,8.018159850620584,0.0012890750886239124,Western Digital
72,WD800JB,0.08002636185600019,19.0,1729.0,40663.0,0.0,0.0,0.0004710082054587372,Western Digital
73,WD800JD,0.08002636185600019,1.0,91.0,2175.0,0.0,0.0,2.4789905550459853e-05,Western Digital
74,WD800LB,0.08002636185600019,2.0,182.0,4363.0,0.0,0.0,4.9579811100919706e-05,Western Digital
