,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
18,ST2000DL001,2.000398934016002,2.0,148.0,3554.0,1.0,246.48283624085536,4.551143474798043e-05,Seagate
19,ST2000DL003,2.000398934016003,1.0,91.0,2171.0,0.0,0.0,2.2755717373990216e-05,Seagate
20,ST2000VN000,2.000398934016002,5.0,389.0,9339.0,0.0,0.0,0.00011377858686995108,Seagate
21,ST250LM004 HN,0.2500593500159998,37.0,3367.0,80845.0,0.0,0.0,0.0008419615428376379,Seagate
22,ST250LT007,0.25005935001599994,6.0,455.0,11058.0,2.0,158.4373304395008,0.0001365343042439413,Seagate
23,ST3000DM001,3.000592982016091,2244.0,123607.0,2975553.0,159.0,46.809450209759326,0.05106382978723404,Seagate
24,ST31500341AS,1.5003019100159947,357.0,31194.0,748804.0,20.0,23.397310911800687,0.008123791102514507,Seagate
25,ST31500541AS,1.5003019100160133,1728.0,144645.0,3473490.0,37.0,9.331248974374477,0.03932187962225509,Seagate
26,ST3160316AS,0.16004188569599978,57.0,4888.0,117372.0,3.0,22.390348635108882,0.0012970758903174423,Seagate
27,ST3160318AS,0.16004188569599978,52.0,4521.0,108556.0,3.0,24.208703342053873,0.0011832973034474911,Seagate
28,ST32000542AS,2.000398934016004,41.0,3677.0,88275.0,2.0,19.84706881903144,0.0009329844123335988,Seagate
29,ST320LT007,0.3200729333760001,91.0,7935.0,193074.0,6.0,27.222722893812733,0.0020707702810331095,Seagate
30,ST33000651AS,3.0005929820159816,297.0,25827.0,620149.0,2.0,2.8251275096791257,0.006758448060075094,Seagate
31,ST3500320AS,0.5001078620160009,1.0,82.0,1970.0,0.0,0.0,2.2755717373990216e-05,Seagate
32,ST4000DM000,4.000787030017232,12713.0,1023006.0,24559687.0,79.0,2.817788353735941,0.2892934349755376,Seagate
33,ST4000DX000,4.000787030016,179.0,16261.0,390420.0,2.0,4.487475026894114,0.004073273409944248,Seagate
34,ST500LM012 HN,0.5001078620159992,186.0,13218.0,315560.0,1.0,2.776017239193814,0.00423256343156218,Seagate
35,ST6000DX000,6.001175126015995,45.0,4095.0,98323.0,0.0,0.0,0.0010240072818295596,Seagate
36,ST9250315AS,0.25005935001600005,62.0,5642.0,138309.0,0.0,0.0,0.0014108544771873933,Seagate
37,ST9320325AS,0.3200729333760001,24.0,2184.0,53559.0,0.0,0.0,0.0005461372169757652,Seagate
38,DT01ACA300,3.0005929820160016,52.0,4295.0,102949.0,1.0,8.509067596576946,0.0011832973034474911,Toshiba
39,WD1001FALS,1.000204886015998,2.0,182.0,4275.0,0.0,0.0,4.551143474798043e-05,Western Digital
40,WD10EACS,1.0002048860159982,73.0,6418.0,132219.0,1.0,6.625371542667846,0.0016611673683012858,Western Digital
41,WD10EADS,1.0002048860159904,513.0,36273.0,795342.0,7.0,7.70989083941248,0.01167368301285698,Western Digital
42,WD10EADX,1.000204886015998,25.0,1991.0,46911.0,1.0,18.673658630172028,0.0005688929343497553,Western Digital
43,WD10EALS,1.000204886016,1.0,22.0,526.0,0.0,0.0,2.2755717373990216e-05,Western Digital
44,WD10EARS,1.0002048860159989,5.0,317.0,7581.0,0.0,0.0,0.00011377858686995108,Western Digital
45,WD10EARX,1.000204886015998,3.0,273.0,6523.0,0.0,0.0,6.826715212197065e-05,Western Digital
46,WD15EARS,1.500301910016002,1.0,91.0,2171.0,0.0,0.0,2.2755717373990216e-05,Western Digital
47,WD1600AAJB,0.16004188569599986,8.0,728.0,17336.0,0.0,0.0,0.00018204573899192173,Western Digital
48,WD1600AAJS,0.16004188569599978,89.0,6808.0,162890.0,0.0,0.0,0.002025258846285129,Western Digital
49,WD1600BPVT,0.1600418856959999,3.0,237.0,5686.0,1.0,154.06260991909954,6.826715212197065e-05,Western Digital
50,WD20EFRX,2.000398934016003,30.0,1965.0,46715.0,1.0,18.752006850048165,0.0006826715212197064,Western Digital
51,WD2500AAJB,0.25005935001600005,2.0,141.0,3382.0,1.0,259.01833234772323,4.551143474798043e-05,Western Digital
52,WD2500AAJS,0.2500593500159998,3.0,266.0,6382.0,0.0,0.0,6.826715212197065e-05,Western Digital
53,WD2500BEVT,0.2500593500159998,1.0,91.0,2154.0,0.0,0.0,2.2755717373990216e-05,Western Digital
54,WD2500BPVT,0.2500593500159998,9.0,807.0,19359.0,1.0,45.250271191693784,0.00020480145636591195,Western Digital
55,WD30EFRX,3.0005929820159807,982.0,71077.0,1557407.0,8.0,4.499787146198777,0.022346114461258393,Western Digital
56,WD30EZRX,3.0005929820160016,1.0,78.0,1872.0,0.0,0.0,2.2755717373990216e-05,Western Digital
57,WD3200AAJB,0.3200729333760001,3.0,273.0,6545.0,0.0,0.0,6.826715212197065e-05,Western Digital
58,WD3200AAJS,0.3200729333760001,6.0,534.0,12272.0,1.0,71.3820078226858,0.0001365343042439413,Western Digital
59,WD3200AAKS,0.3200729333760001,1.0,91.0,2161.0,0.0,0.0,2.2755717373990216e-05,Western Digital
60,WD3200BEKT,0.3200729333760001,1.0,91.0,2184.0,0.0,0.0,2.2755717373990216e-05,Western Digital
61,WD3200BEKX,0.3200729333760001,13.0,1183.0,28340.0,0.0,0.0,0.0002958243258618728,Western Digital
62,WD3200LPVX,0.32007293337600007,2.0,92.0,2208.0,0.0,0.0,4.551143474798043e-05,Western Digital
63,WD40EFRX,4.000787030016,45.0,4095.0,98194.0,0.0,0.0,0.0010240072818295596,Western Digital
64,WD5000AAJS,0.5001078620160009,1.0,91.0,1393.0,0.0,0.0,2.2755717373990216e-05,Western Digital
65,WD5000BPKT,0.500107862016001,24.0,2184.0,51855.0,0.0,0.0,0.0005461372169757652,Western Digital
66,WD5000LPVX,0.5001078620159995,171.0,13312.0,318697.0,0.0,0.0,0.003891227670952327,Western Digital
67,WD5002ABYS,0.5001078620160007,6.0,470.0,11269.0,0.0,0.0,0.0001365343042439413,Western Digital
68,WD5003ABYX,0.5001078620160009,2.0,182.0,2778.0,0.0,0.0,4.551143474798043e-05,Western Digital
69,WD60EFRX,6.001175126016033,270.0,9000.0,215813.0,0.0,0.0,0.006144043690977358,Western Digital
70,WD800AAJB,0.08002636185600018,19.0,1553.0,36515.0,2.0,47.980282075859236,0.0004323586301058141,Western Digital
71,WD800AAJS,0.08002636185600016,20.0,1462.0,35051.0,0.0,0.0,0.0004551143474798043,Western Digital
72,WD800BB,0.0800263618560001,50.0,4184.0,98978.0,1.0,8.850451615510519,0.0011377858686995106,Western Digital
73,WD800JB,0.08002636185600019,19.0,1720.0,39767.0,0.0,0.0,0.0004323586301058141,Western Digital
74,WD800JD,0.08002636185600019,1.0,91.0,2176.0,0.0,0.0,2.2755717373990216e-05,Western Digital
75,WD800LB,0.08002636185600019,2.0,182.0,4362.0,0.0,0.0,4.551143474798043e-05,Western Digital
