,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
0,HDS5C4040ALE630,4.000787030016,75.0,6749.0,161970.0,0.0,0.0,0.0010429703796412183,HGST
1,HDS724040ALE640,4.000787030016,40.0,3600.0,86409.0,0.0,0.0,0.000556250869141983,HGST
2,HMS5C4040ALE640,4.000787030016766,7075.0,636687.0,15281226.0,2.0,0.1146504868130345,0.09838687247948825,HGST
3,HMS5C4040BLE640,4.00078703001694,8481.0,539886.0,12957364.0,8.0,0.5408507471118353,0.11793909052982895,HGST
4,HUH728080ALE600,8.00156322201599,45.0,4050.0,97200.0,0.0,0.0,0.0006257822277847309,HGST
5,HDS5C3030ALA630,3.0005929820162045,4555.0,406266.0,9749757.0,11.0,0.9883323245902437,0.06334306772354331,Hitachi
6,HDS5C3030BLE630,3.0005929820159998,1.0,90.0,2162.0,0.0,0.0,1.3906271728549575e-05,Hitachi
7,HDS5C4040ALE630,4.000787030016,2632.0,236790.0,5682860.0,1.0,0.154147735471224,0.036601307189542485,Hitachi
8,HDS722020ALA330,2.000398934015928,4289.0,364189.0,8659578.0,20.0,2.023193278009621,0.05964399944374913,Hitachi
9,HDS723020BLA642,2.000398934016003,6.0,540.0,12959.0,0.0,0.0,8.343763037129746e-05,Hitachi
10,HDS723030ALA640,3.000592982015979,998.0,89653.0,2151485.0,8.0,3.257285084488156,0.013878459185092477,Hitachi
11,HDS723030BLE640,3.0005929820159993,9.0,810.0,19442.0,0.0,0.0,0.00012515644555694618,Hitachi
12,HDS724040ALE640,4.000787030016,3.0,270.0,6481.0,0.0,0.0,4.171881518564873e-05,Hitachi
13,HDT725025VLA380,0.25,1.0,90.0,2142.0,0.0,0.0,1.3906271728549575e-05,Hitachi
14,ST1000LM024 HN,1.000204886016,1.0,25.0,442.0,0.0,0.0,1.3906271728549575e-05,Seagate
15,ST2000VN000,2.0003989340160024,6.0,450.0,10801.0,0.0,0.0,8.343763037129746e-05,Seagate
16,ST250LM004 HN,0.2500593500159998,34.0,2946.0,67371.0,2.0,26.005254486351696,0.00047281323877068556,Seagate
17,ST250LT007,0.2500593500160003,2.0,114.0,2768.0,2.0,632.9479768786127,2.781254345709915e-05,Seagate
