,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
20,ST3000DM001,3.000592982015983,349.0,23152.0,556183.0,20.0,31.500423421787435,0.006787902363123602,Seagate
21,ST31500341AS,1.5003019100159993,31.0,646.0,15503.0,0.0,0.0,0.0006029368861227268,Seagate
22,ST31500541AS,1.5003019100160264,969.0,59300.0,1423072.0,16.0,9.849115153695667,0.01884664008557814,Seagate
23,ST3160316AS,0.16004188569599978,54.0,4725.0,111869.0,2.0,15.66117512447595,0.0010502771564718468,Seagate
24,ST3160318AS,0.16004188569599978,49.0,4217.0,101218.0,3.0,25.963761386314687,0.0009530292716133424,Seagate
25,ST320LT007,0.3200729333760001,83.0,7268.0,174065.0,5.0,25.16301381667768,0.001614314888651172,Seagate
26,ST33000651AS,3.000592982015989,152.0,10698.0,256730.0,0.0,0.0,0.0029563356996985314,Seagate
27,ST3500320AS,0.5001078620160009,1.0,91.0,2185.0,0.0,0.0,1.9449576971700864e-05,Seagate
28,ST4000DM000,4.000787030017465,21064.0,1759316.0,42060094.0,143.0,2.978310034209624,0.409685889331907,Seagate
29,ST4000DX000,4.000787030016,216.0,17469.0,419245.0,2.0,4.178940714856468,0.004201108625887387,Seagate
30,ST500LM012 HN,0.5001078620159968,372.0,29767.0,711840.0,20.0,24.61227242076871,0.0072352426334727216,Seagate
31,ST6000DX000,6.0011751260159,1892.0,171251.0,4110111.0,10.0,2.131329299865624,0.036798599630458034,Seagate
32,ST9250315AS,0.25005935001600005,59.0,5173.0,126753.0,2.0,13.822158055430641,0.001147525041330351,Seagate
33,ST9320325AS,0.3200729333760001,24.0,2184.0,53509.0,0.0,0.0,0.00046678984732082077,Seagate
34,DT01ACA300,3.0005929820160016,50.0,4388.0,105307.0,0.0,0.0,0.0009724788485850433,Toshiba
35,MD04ABA400V,4.000787030016,147.0,13193.0,316557.0,2.0,5.5345482804044766,0.0028590878148400272,Toshiba
36,MD04ABA500V,5.000981078016005,45.0,4095.0,98254.0,0.0,0.0,0.000875230963726539,Toshiba
37,WD1001FALS,1.000204886015998,1.0,91.0,2173.0,0.0,0.0,1.9449576971700864e-05,Western Digital
38,WD10EACS,1.0002048860159996,54.0,2498.0,54954.0,0.0,0.0,0.0010502771564718468,Western Digital
39,WD10EADS,1.0002048860159989,292.0,24236.0,522080.0,3.0,5.033711308611707,0.005679276475736653,Western Digital
40,WD10EADX,1.0002048860159989,10.0,697.0,15531.0,1.0,56.403322387483094,0.00019449576971700865,Western Digital
41,WD10EARS,1.000204886015999,3.0,221.0,5270.0,0.0,0.0,5.8348730915102597e-05,Western Digital
42,WD10EARX,1.0002048860159987,3.0,202.0,4839.0,0.0,0.0,5.8348730915102597e-05,Western Digital
43,WD15EARS,1.500301910016002,1.0,91.0,2172.0,0.0,0.0,1.9449576971700864e-05,Western Digital
44,WD1600AAJB,0.16004188569599984,7.0,598.0,14156.0,1.0,61.88188753885278,0.00013614703880190606,Western Digital
45,WD1600AAJS,0.16004188569599978,99.0,7914.0,187323.0,3.0,14.029243605964032,0.0019255081201983858,Western Digital
46,WD1600BPVT,0.16004188569599984,2.0,182.0,4365.0,0.0,0.0,3.889915394340173e-05,Western Digital
47,WD20EFRX,2.000398934016004,128.0,10330.0,247615.0,2.0,7.0755002726006095,0.0024895458523777106,Western Digital
48,WD2500AAJB,0.2500593500159998,1.0,91.0,2181.0,0.0,0.0,1.9449576971700864e-05,Western Digital
49,WD2500AAJS,0.2500593500159998,3.0,273.0,6546.0,0.0,0.0,5.8348730915102597e-05,Western Digital
50,WD2500BEVT,0.2500593500159998,1.0,91.0,2172.0,0.0,0.0,1.9449576971700864e-05,Western Digital
51,WD2500BPVT,0.2500593500159998,8.0,728.0,17455.0,0.0,0.0,0.00015559661577360692,Western Digital
52,WD30EFRX,3.0005929820159642,1136.0,100553.0,2400363.0,12.0,4.37933762518419,0.022094719439852185,Western Digital
53,WD3200AAJB,0.3200729333760001,2.0,182.0,4362.0,0.0,0.0,3.889915394340173e-05,Western Digital
54,WD3200AAJS,0.3200729333760001,3.0,264.0,6126.0,1.0,142.99706170421155,5.8348730915102597e-05,Western Digital
55,WD3200AAKS,0.3200729333760001,1.0,91.0,2149.0,0.0,0.0,1.9449576971700864e-05,Western Digital
56,WD3200BEKT,0.3200729333760001,1.0,91.0,2182.0,0.0,0.0,1.9449576971700864e-05,Western Digital
57,WD3200BEKX,0.3200729333760001,12.0,1034.0,24793.0,1.0,35.33255354333885,0.00023339492366041039,Western Digital
58,WD3200LPVX,0.3200729333760001,1.0,91.0,2182.0,0.0,0.0,1.9449576971700864e-05,Western Digital
59,WD40EFRX,4.000787030016,45.0,4095.0,98168.0,0.0,0.0,0.000875230963726539,Western Digital
60,WD5000BPKT,0.500107862016001,24.0,2184.0,52364.0,0.0,0.0,0.00046678984732082077,Western Digital
61,WD5000LPVX,0.5001078620159978,263.0,22266.0,524420.0,16.0,26.726669463407195,0.005115238743557328,Western Digital
62,WD5002ABYS,0.5001078620160009,5.0,455.0,10909.0,0.0,0.0,9.724788485850433e-05,Western Digital
63,WD5003ABYX,0.5001078620160009,2.0,182.0,4363.0,0.0,0.0,3.889915394340173e-05,Western Digital
64,WD60EFRX,6.001175126015981,462.0,41674.0,999073.0,4.0,3.5072512218826852,0.0089857045609258,Western Digital
65,WD800AAJB,0.08002636185600018,11.0,960.0,22176.0,1.0,39.502164502164504,0.00021394534668870953,Western Digital
66,WD800AAJS,0.08002636185600019,14.0,1274.0,30529.0,0.0,0.0,0.0002722940776038121,Western Digital
67,WD800BB,0.08002636185600011,13.0,736.0,17570.0,0.0,0.0,0.00025284450063211124,Western Digital
68,WD800JB,0.08002636185600016,7.0,546.0,13083.0,0.0,0.0,0.00013614703880190606,Western Digital
69,WD800JD,0.08002636185600019,1.0,91.0,2176.0,0.0,0.0,1.9449576971700864e-05,Western Digital
70,WD800LB,0.08002636185600019,1.0,91.0,2183.0,0.0,0.0,1.9449576971700864e-05,Western Digital
