,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
0,HDS5C4040ALE630,4.000787030016,74.0,6120.0,146799.0,0.0,0.0,0.0011549146299591098,HGST
1,HDS724040ALE640,4.000787030016,40.0,3600.0,86359.0,0.0,0.0,0.0006242781783562755,HGST
2,HMS5C4040ALE640,4.000787030016768,7085.0,637123.0,15283536.0,10.0,0.5731657909530883,0.11057527234135531,HGST
3,HMS5C4040BLE640,4.000787030016,3091.0,278190.0,6673360.0,0.0,0.0,0.04824109623248119,HGST
4,HUH728080ALE600,8.00156322201599,45.0,4050.0,97155.0,0.0,0.0,0.00070231295065081,HGST
5,HDS5C3030ALA630,3.0005929820162045,4563.0,410169.0,9838899.0,8.0,0.7122748185543932,0.07121453319599214,Hitachi
6,HDS5C3030BLE630,3.0005929820159998,1.0,90.0,2160.0,0.0,0.0,1.5606954458906888e-05,Hitachi
7,HDS5C4040ALE630,4.000787030016,2639.0,237184.0,5689519.0,7.0,1.0777712492040188,0.04118675281705528,Hitachi
8,HDS722020ALA330,2.000398934015961,4503.0,399103.0,9572139.0,20.0,1.83031190834149,0.07027811592845772,Hitachi
9,HDS723020BLA642,2.000398934016003,8.0,704.0,16881.0,0.0,0.0,0.0001248556356712551,Hitachi
10,HDS723030ALA640,3.0005929820159785,1000.0,89921.0,2157100.0,2.0,0.8122015669185481,0.01560695445890689,Hitachi
11,HDS723030BLE640,3.0005929820159993,9.0,810.0,19430.0,0.0,0.0,0.000140462590130162,Hitachi
12,HDS724040ALE640,4.000787030016,3.0,270.0,6478.0,0.0,0.0,4.6820863376720664e-05,Hitachi
13,HDT725025VLA380,0.25,1.0,90.0,2160.0,0.0,0.0,1.5606954458906888e-05,Hitachi
14,HD154UI,1.500301910016,1.0,4.0,88.0,0.0,0.0,1.5606954458906888e-05,Samsung
15,ST2000VN000,2.000398934016003,6.0,540.0,12954.0,0.0,0.0,9.364172675344133e-05,Seagate
16,ST250LM004 HN,0.25005935001599994,35.0,3061.0,59927.0,0.0,0.0,0.0005462434060617412,Seagate
17,ST250LT007,0.25005935001600005,4.0,276.0,6700.0,2.0,261.4925373134328,6.242781783562755e-05,Seagate
18,ST31500341AS,1.5003019100159998,1.0,14.0,337.0,0.0,0.0,1.5606954458906888e-05,Seagate
19,ST31500541AS,1.5003019100159962,222.0,5874.0,138198.0,0.0,0.0,0.0034647438898773295,Seagate
20,ST3160316AS,0.16004188569599978,52.0,4665.0,111010.0,1.0,7.891180974686965,0.0008115616318631582,Seagate
21,ST3160318AS,0.16004188569599978,47.0,4184.0,98775.0,2.0,17.737281700835233,0.0007335268595686238,Seagate
22,ST320LT007,0.3200729333760001,73.0,5284.0,128074.0,31.0,212.03366803566686,0.0011393076755002029,Seagate
23,ST3500320AS,0.5001078620160009,1.0,90.0,2160.0,0.0,0.0,1.5606954458906888e-05,Seagate
24,ST4000DM000,4.000753729047264,34988.0,2848183.0,68312679.0,200.0,2.5646776347330777,0.5460561226082342,Seagate
25,ST4000DX000,4.000787030016,212.0,18945.0,454424.0,5.0,9.638575427354189,0.0033086743452882604,Seagate
26,ST4000DX002,4.000787030016,2.0,6.0,147.0,0.0,0.0,3.1213908917813776e-05,Seagate
27,ST500LM012 HN,0.500107862016002,653.0,50744.0,1135949.0,2.0,1.542322762729665,0.010191341261666199,Seagate
28,ST6000DX000,6.0011751260159025,1882.0,169380.0,4062991.0,0.0,0.0,0.029372288291662763,Seagate
29,ST9250315AS,0.25005935001600016,56.0,4847.0,109817.0,2.0,15.953814072502437,0.0008739894496987857,Seagate
30,ST9320325AS,0.3200729333760001,23.0,2046.0,49156.0,0.0,0.0,0.00035895995255485845,Seagate
31,DT01ACA300,3.0005929820160016,48.0,4229.0,101451.0,1.0,8.634710352781145,0.0007491338140275306,Toshiba
32,MD04ABA400V,4.000787030016,146.0,13108.0,314325.0,0.0,0.0,0.0022786153510004057,Toshiba
33,MD04ABA500V,5.000981078016005,45.0,4050.0,97129.0,0.0,0.0,0.00070231295065081,Toshiba
34,WD1001FALS,1.000204886016,1.0,5.0,124.0,0.0,0.0,1.5606954458906888e-05,Western Digital
35,WD10EACS,1.000204886016,43.0,1017.0,16476.0,1.0,53.16824471959213,0.0006710990417329963,Western Digital
36,WD10EADS,1.0002048860160015,239.0,5809.0,98716.0,6.0,53.243648446047246,0.0037300621156787467,Western Digital
37,WD10EADX,1.000204886016,10.0,159.0,2270.0,0.0,0.0,0.00015606954458906888,Western Digital
38,WD10EALS,1.000204886016,1.0,35.0,375.0,0.0,0.0,1.5606954458906888e-05,Western Digital
39,WD10EARS,1.000204886016,2.0,88.0,1321.0,0.0,0.0,3.1213908917813776e-05,Western Digital
40,WD10EARX,1.000204886016,2.0,53.0,499.0,0.0,0.0,3.1213908917813776e-05,Western Digital
41,WD15EARS,1.5003019100159996,1.0,34.0,697.0,0.0,0.0,1.5606954458906888e-05,Western Digital
42,WD1600AAJB,0.16004188569599986,6.0,516.0,12270.0,2.0,142.7872860635697,9.364172675344133e-05,Western Digital
43,WD1600AAJS,0.16004188569599978,100.0,8920.0,212763.0,0.0,0.0,0.001560695445890689,Western Digital
44,WD1600BPVT,0.16004188569599997,2.0,110.0,2637.0,1.0,332.1956769055745,3.1213908917813776e-05,Western Digital
45,WD20EFRX,2.000398934016004,141.0,11603.0,277994.0,4.0,12.604588588242912,0.002200580578705871,Western Digital
46,WD2500AAJB,0.2500593500159998,1.0,90.0,2156.0,0.0,0.0,1.5606954458906888e-05,Western Digital
