,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
0,HDS5C4040ALE630,4.000787030016,8.0,544.0,13051.0,0.0,0.0,0.00017458100558659218,HGST
1,HDS724040ALE640,4.000787030016,42.0,3738.0,89668.0,0.0,0.0,0.000916550279329609,HGST
2,HMS5C4040ALE640,4.000787030016774,7129.0,627823.0,15059042.0,14.0,0.8143944349182372,0.15557349860335196,HGST
3,HMS5C4040BLE640,4.000787030016,3103.0,276021.0,6621188.0,3.0,0.3969076244323526,0.06771560754189944,HGST
4,HUH728080ALE600,8.00156322201599,46.0,2429.0,58231.0,1.0,15.043533513077225,0.001003840782122905,HGST
5,HDS5C3030ALA630,3.0005929820162054,4604.0,409001.0,9811285.0,9.0,0.8035644668358936,0.1004713687150838,Hitachi
6,HDS5C3030BLE630,3.000592982016,1.0,89.0,2130.0,0.0,0.0,2.1822625698324023e-05,Hitachi
7,HDS5C4040ALE630,4.000787030016,2660.0,235281.0,5644197.0,7.0,1.0864255801135219,0.0580481843575419,Hitachi
8,HDS722020ALA330,2.000398934015987,4683.0,412258.0,9888999.0,20.0,1.771665666059831,0.1021953561452514,Hitachi
9,HDS723020BLA642,2.000398934016003,9.0,801.0,19217.0,0.0,0.0,0.0001964036312849162,Hitachi
10,HDS723030ALA640,3.0005929820159767,1018.0,90350.0,2167399.0,5.0,2.0208554124090674,0.022215432960893854,Hitachi
11,HDS723030BLE640,3.000592982016,8.0,712.0,16332.0,0.0,0.0,0.00017458100558659218,Hitachi
12,HDS724040ALE640,4.000787030016,3.0,234.0,5603.0,0.0,0.0,6.546787709497207e-05,Hitachi
13,HDT725025VLA380,0.25,1.0,89.0,2135.0,0.0,0.0,2.1822625698324023e-05,Hitachi
14,HD154UI,1.500301910016002,2.0,157.0,3767.0,0.0,0.0,4.3645251396648046e-05,Samsung
15,ST1500DL001,1.5003019100160022,2.0,177.0,4247.0,0.0,0.0,4.3645251396648046e-05,Seagate
16,ST1500DL003,1.5003019100160013,24.0,1598.0,38107.0,10.0,229.87902485107725,0.0005237430167597765,Seagate
17,ST1500DM003,1.5003019100160024,3.0,267.0,6410.0,0.0,0.0,6.546787709497207e-05,Seagate
18,ST2000DL001,2.000398934016003,1.0,89.0,2137.0,0.0,0.0,2.1822625698324023e-05,Seagate
19,ST2000DL003,2.000398934016002,2.0,99.0,2375.0,0.0,0.0,4.3645251396648046e-05,Seagate
20,ST2000VN000,2.0003989340160024,5.0,409.0,9811.0,0.0,0.0,0.0001091131284916201,Seagate
21,ST250LM004 HN,0.2500593500159999,37.0,3247.0,77897.0,1.0,11.245619215117399,0.0008074371508379888,Seagate
22,ST250LT007,0.2500593500159998,4.0,356.0,8651.0,0.0,0.0,8.729050279329609e-05,Seagate
23,ST3000DM001,3.000592982015962,1164.0,64650.0,1526865.0,47.0,26.965055849731314,0.025401536312849162,Seagate
24,ST31500341AS,1.5003019100159949,307.0,26213.0,628600.0,23.0,32.0521794463888,0.0066995460893854745,Seagate
25,ST31500541AS,1.5003019100160209,1636.0,135233.0,3243030.0,45.0,12.155299210923118,0.0357018156424581,Seagate
26,ST3160316AS,0.16004188569599978,51.0,4414.0,105889.0,1.0,8.27281398445542,0.001112953910614525,Seagate
27,ST3160318AS,0.16004188569599978,48.0,4272.0,102490.0,0.0,0.0,0.001047486033519553,Seagate
28,ST32000542AS,2.0003989340160033,81.0,3891.0,93376.0,0.0,0.0,0.001767632681564246,Seagate
29,ST320005XXXX,2.0003989340160007,2.0,20.0,482.0,0.0,0.0,4.3645251396648046e-05,Seagate
30,ST320LT007,0.3200729333760001,85.0,7480.0,181845.0,0.0,0.0,0.001854923184357542,Seagate
31,ST33000651AS,3.000592982015982,279.0,23933.0,574094.0,2.0,3.0517650419617692,0.0060885125698324025,Seagate
32,ST3500320AS,0.5001078620160009,1.0,89.0,2136.0,0.0,0.0,2.1822625698324023e-05,Seagate
33,ST4000DM000,4.000787030017318,14909.0,1239612.0,29722302.0,105.0,3.09464589923082,0.32535352653631283,Seagate
34,ST4000DX000,4.000787030016,177.0,15609.0,374415.0,2.0,4.679299707543769,0.003862604748603352,Seagate
35,ST500LM012 HN,0.5001078620159982,232.0,17715.0,424458.0,0.0,0.0,0.005062849162011173,Seagate
36,ST6000DX000,6.00117512601597,496.0,14624.0,350325.0,1.0,2.500535217298223,0.010824022346368716,Seagate
37,ST9250315AS,0.25005935001600005,62.0,5433.0,133022.0,0.0,0.0,0.0013530027932960895,Seagate
38,ST9320325AS,0.3200729333760001,24.0,2136.0,52307.0,0.0,0.0,0.0005237430167597765,Seagate
39,DT01ACA300,3.0005929820160016,48.0,4104.0,98450.0,0.0,0.0,0.001047486033519553,Toshiba
40,MD04ABA400V,4.000787030016,45.0,1215.0,29116.0,0.0,0.0,0.000982018156424581,Toshiba
41,MD04ABA500V,5.000981078015998,45.0,1215.0,29126.0,0.0,0.0,0.000982018156424581,Toshiba
42,WD1001FALS,1.000204886015998,2.0,178.0,4169.0,0.0,0.0,4.3645251396648046e-05,Western Digital
43,WD10EACS,1.0002048860159984,84.0,5007.0,119769.0,0.0,0.0,0.001833100558659218,Western Digital
44,WD10EADS,1.000119478716357,478.0,35056.0,819729.0,10.0,10.68645857350417,0.010431215083798883,Western Digital
45,WD10EADX,1.0002048860159993,23.0,1459.0,34155.0,2.0,51.2955643390426,0.0005019203910614525,Western Digital
46,WD10EARS,1.000204886015999,5.0,352.0,8230.0,0.0,0.0,0.0001091131284916201,Western Digital
47,WD10EARX,1.000204886015998,3.0,266.0,6346.0,0.0,0.0,6.546787709497207e-05,Western Digital
48,WD15EARS,1.5003019100160022,1.0,89.0,2123.0,0.0,0.0,2.1822625698324023e-05,Western Digital
49,WD1600AAJB,0.16004188569599986,8.0,706.0,16797.0,0.0,0.0,0.00017458100558659218,Western Digital
50,WD1600AAJS,0.16004188569599978,71.0,5526.0,132005.0,1.0,6.636112268474679,0.0015494064245810057,Western Digital
51,WD1600BPVT,0.16004188569599986,2.0,178.0,4265.0,0.0,0.0,4.3645251396648046e-05,Western Digital
52,WD20EFRX,2.000398934016003,51.0,3575.0,85649.0,0.0,0.0,0.001112953910614525,Western Digital
53,WD2500AAJB,0.2500593500159998,1.0,89.0,2131.0,0.0,0.0,2.1822625698324023e-05,Western Digital
54,WD2500AAJS,0.2500593500159998,3.0,267.0,6399.0,1.0,136.89639006094703,6.546787709497207e-05,Western Digital
55,WD2500BEVT,0.2500593500159998,1.0,89.0,2034.0,0.0,0.0,2.1822625698324023e-05,Western Digital
56,WD2500BPVT,0.2500593500159998,8.0,704.0,16872.0,0.0,0.0,0.00017458100558659218,Western Digital
57,WD30EFRX,3.000592982015966,1120.0,86694.0,1938908.0,27.0,12.198619016477316,0.024441340782122904,Western Digital
58,WD30EZRX,3.0005929820160016,1.0,42.0,1007.0,0.0,0.0,2.1822625698324023e-05,Western Digital
59,WD3200AAJB,0.3200729333760001,3.0,266.0,6373.0,0.0,0.0,6.546787709497207e-05,Western Digital
60,WD3200AAJS,0.3200729333760001,5.0,441.0,10548.0,0.0,0.0,0.0001091131284916201,Western Digital
61,WD3200AAKS,0.3200729333760001,1.0,89.0,2111.0,0.0,0.0,2.1822625698324023e-05,Western Digital
