,model,size,count,obs_days,drive_hours,failures,failure_rate,percent_total,manufacturer
62,WD3200BEKT,0.3200729333760001,1.0,89.0,2133.0,0.0,0.0,2.1822625698324023e-05,Western Digital
63,WD3200BEKX,0.3200729333760001,13.0,1097.0,26287.0,1.0,33.32445695590977,0.0002836941340782123,Western Digital
64,WD3200LPVX,0.3200729333760001,1.0,89.0,2134.0,0.0,0.0,2.1822625698324023e-05,Western Digital
65,WD40EFRX,4.000787030016,46.0,4004.0,95940.0,1.0,9.130706691682303,0.001003840782122905,Western Digital
66,WD5000AAJS,0.5001078620159999,1.0,6.0,59.0,0.0,0.0,2.1822625698324023e-05,Western Digital
67,WD5000BPKT,0.500107862016001,24.0,2136.0,51191.0,0.0,0.0,0.0005237430167597765,Western Digital
68,WD5000LPVX,0.5001078620159984,219.0,17772.0,425555.0,4.0,8.23395330803304,0.004779155027932961,Western Digital
69,WD5002ABYS,0.5001078620160009,5.0,445.0,10661.0,0.0,0.0,0.0001091131284916201,Western Digital
70,WD5003ABYX,0.5001078620160009,2.0,178.0,3907.0,0.0,0.0,4.3645251396648046e-05,Western Digital
71,WD60EFRX,6.0011751260159825,458.0,37197.0,889298.0,8.0,7.880373058299918,0.009994762569832403,Western Digital
72,WD800AAJB,0.08002636185600018,16.0,1331.0,31154.0,4.0,112.47351864929063,0.00034916201117318437,Western Digital
73,WD800AAJS,0.08002636185600018,16.0,1340.0,32097.0,0.0,0.0,0.00034916201117318437,Western Digital
74,WD800BB,0.0800263618560001,43.0,3545.0,85032.0,0.0,0.0,0.000938372905027933,Western Digital
75,WD800JB,0.08002636185600019,18.0,1602.0,36746.0,0.0,0.0,0.0003928072625698324,Western Digital
76,WD800JD,0.08002636185600019,1.0,89.0,2127.0,0.0,0.0,2.1822625698324023e-05,Western Digital
77,WD800LB,0.08002636185600018,2.0,164.0,3929.0,0.0,0.0,4.3645251396648046e-05,Western Digital
