model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
ST1000LM024 HN,1.0,1.0,59.0,58 days 00:00:00.000000000,2773.0,1393.0,0.0,1.34312922246e-05,0.0
ST250LM004 HN,0.0,31.0,2852.0,2821 days 00:00:00.000000000,883318.0,65790.0,0.0,0.000416370058963,0.0
ST31500541AS,1.0,41.0,3239.0,3731 days 00:00:00.000000000,2189973.0,83908.0,0.0,0.00055068298121,0.0
ST3160316AS,0.0,40.0,3535.0,3495 days 00:00:00.000000000,1824921.0,83922.0,0.0,0.000537251688985,0.0
ST3160318AS,0.0,16.0,1260.0,1244 days 00:00:00.000000000,815298.0,29864.0,0.0,0.000214900675594,0.0
ST320LT007,0.0,10.0,863.0,853 days 00:00:00.000000000,300212.0,20694.0,42.3311104668,0.000134312922246,1.0
ST33000651AS,3.0,1.0,79.0,91 days 00:00:00.000000000,36372.0,1869.0,0.0,1.34312922246e-05,0.0
ST3500320AS,0.0,1.0,92.0,91 days 00:00:00.000000000,39794.0,2184.0,0.0,1.34312922246e-05,0.0
ST4000DM000,4.0,34970.0,3196552.0,-40893 days +06:21:34.356725760,546146154.0,75913401.0,2.7002347056,0.469692289095,234.0
ST4000DX000,4.0,192.0,17354.0,17162 days 00:00:00.000000000,5375720.0,412029.0,14.8824475947,0.00257880810713,7.0
ST4000DX002,4.0,3.0,230.0,227 days 00:00:00.000000000,14466.0,5449.0,0.0,4.02938766739e-05,0.0
ST500LM012 HN,0.0,789.0,71005.0,70234 days 00:00:00.000000000,9160979.0,1630330.0,2.14925812566,0.0105972895652,4.0
ST6000DM001,6.0,5.0,249.0,244 days 00:00:00.000000000,6253.0,5858.0,0.0,6.71564611231e-05,0.0
ST6000DX000,6.0,1897.0,173720.0,-41677 days +00:25:26.290448384,29233223.0,4125684.0,1.6986274276,0.0254791613501,8.0
ST8000DM002,8.0,8689.0,663697.0,14676 days 01:16:18.871345152,27597185.0,15731208.0,1.67056465085,0.11670449814,30.0
ST8000NM0055,8.0,60.0,1560.0,1500 days 00:00:00.000000000,46994.0,36002.0,0.0,0.000805877533477,0.0
ST9250315AS,0.0,52.0,4678.0,4626 days 00:00:00.000000000,1418064.0,113086.0,0.0,0.00069842719568,0.0
ST9320325AS,0.0,23.0,2116.0,2093 days 00:00:00.000000000,578642.0,51171.0,0.0,0.000308919721166,0.0
TOSHIBA DT01ACA300,3.0,46.0,4232.0,4186 days 00:00:00.000000000,1468562.0,100510.0,0.0,0.000617839442333,0.0
TOSHIBA MD04ABA400V,4.0,146.0,13432.0,13286 days 00:00:00.000000000,2156874.0,318963.0,0.0,0.0019609686648,0.0
TOSHIBA MD04ABA500V,5.0,45.0,4140.0,4095 days 00:00:00.000000000,715349.0,98303.0,0.0,0.000604408150108,0.0
TOSHIBA MQ01ABF050,0.0,99.0,6815.0,6719 days 00:00:00.000000000,277506.0,161281.0,0.0,0.00132969793024,0.0
WDC WD1000FYPS,1.0,1.0,8.0,15 days 00:00:00.000000000,31099.0,212.0,0.0,1.34312922246e-05,0.0
WDC WD1001FALS,1.0,1.0,8.0,7 days 00:00:00.000000000,15269.0,167.0,0.0,1.34312922246e-05,0.0
WDC WD10EACS,1.0,23.0,180.0,213 days 00:00:00.000000000,1350390.0,4075.0,0.0,0.000308919721166,0.0
WDC WD10EADS,1.0,131.0,1040.0,1141 days 00:00:00.000000000,7076833.0,22846.0,0.0,0.00175949928143,0.0
WDC WD10EADX,1.0,7.0,56.0,49 days 00:00:00.000000000,168881.0,1174.0,0.0,9.40190455724e-05,0.0
WDC WD10EALS,1.0,1.0,8.0,7 days 00:00:00.000000000,30605.0,167.0,0.0,1.34312922246e-05,0.0
WDC WD10EARS,1.0,2.0,20.0,18 days 00:00:00.000000000,76530.0,432.0,0.0,2.68625844492e-05,0.0
WDC WD1600AAJS,0.0,87.0,7669.0,7612 days 00:00:00.000000000,3236304.0,182108.0,4.81033233027,0.00116852242354,1.0
WDC WD1600BPVT,0.0,1.0,92.0,91 days 00:00:00.000000000,25403.0,2182.0,0.0,1.34312922246e-05,0.0
WDC WD20EFRX,2.0,3.0,65.0,62 days 00:00:00.000000000,29728.0,1474.0,0.0,4.02938766739e-05,0.0
WDC WD2500AAJS,0.0,3.0,276.0,273 days 00:00:00.000000000,84088.0,6549.0,0.0,4.02938766739e-05,0.0
WDC WD2500BEVT,0.0,1.0,92.0,91 days 00:00:00.000000000,27573.0,2178.0,0.0,1.34312922246e-05,0.0
WDC WD2500BPVT,0.0,8.0,736.0,728 days 00:00:00.000000000,251806.0,17464.0,0.0,0.000107450337797,0.0
WDC WD30EFRX,3.0,1111.0,100259.0,99148 days 00:00:00.000000000,24380021.0,2378067.0,3.31529767664,0.0149221656616,9.0
WDC WD3200AAJS,0.0,3.0,276.0,273 days 00:00:00.000000000,75195.0,6538.0,0.0,4.02938766739e-05,0.0
WDC WD3200BEKX,0.0,9.0,828.0,819 days 00:00:00.000000000,192338.0,19644.0,0.0,0.000120881630022,0.0
WDC WD3200LPVX,0.0,1.0,92.0,91 days 00:00:00.000000000,25277.0,2183.0,0.0,1.34312922246e-05,0.0
WDC WD40EFRX,4.0,46.0,4232.0,4186 days 00:00:00.000000000,1079712.0,100406.0,0.0,0.000617839442333,0.0
WDC WD5000BPKT,0.0,24.0,2208.0,2184 days 00:00:00.000000000,777411.0,52383.0,0.0,0.000322351013391,0.0
WDC WD5000LPCX,0.0,47.0,4235.0,4188 days 00:00:00.000000000,196337.0,100456.0,8.72023572509,0.000631270734557,1.0
WDC WD5000LPVX,0.0,329.0,30121.0,29793 days 00:00:00.000000000,5487306.0,714593.0,1.22587262959,0.0044188951419,1.0
WDC WD5002ABYS,0.0,3.0,215.0,212 days 00:00:00.000000000,121092.0,5084.0,0.0,4.02938766739e-05,0.0
WDC WD5003ABYX,0.0,2.0,184.0,182 days 00:00:00.000000000,40559.0,3359.0,0.0,2.68625844492e-05,0.0
WDC WD60EFRX,6.0,451.0,41304.0,40853 days 00:00:00.000000000,7821515.0,979865.0,4.47000352089,0.00605751279331,5.0
