model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
HGST HDS5C4040ALE630,4.00078703002,6.0,507.0,507 days 00:00:00.000000000,12540.0,12171.0,0.0,0.000136534304244,0.0
HGST HDS724040ALE640,4.00078703002,42.0,3822.0,3822 days 00:00:00.000000000,472958.0,91773.0,0.0,0.000955740129708,0.0
HGST HMS5C4040ALE640,4.00078703002,7152.0,603153.0,-31419 days +01:16:18.871345152,26256222.0,14621241.0,1.19825670065,0.162748890659,20.0
HGST HMS5C4040BLE640,4.00078703002,3106.0,271079.0,58117 days 00:25:26.290448384,18058496.0,6514857.0,0.403385676769,0.0706792581636,3.0
Hitachi HDS5C3030ALA630,3.00059298202,4605.0,417931.0,-9073 days +00:50:52.580896768,106445411.0,10034980.0,0.785651790038,0.104790078507,9.0
Hitachi HDS5C3030BLE630,3.00059298202,1.0,91.0,91 days 00:00:00.000000000,15937.0,2185.0,0.0,2.2755717374e-05,0.0
Hitachi HDS5C4040ALE630,4.00078703002,2655.0,233908.0,20847 days 00:25:26.290448384,40626722.0,5627098.0,1.71242796909,0.0604164296279,11.0
Hitachi HDS722020ALA330,2.00039893402,4700.0,423659.0,-3391 days +00:50:52.580896768,159459110.0,10170731.0,1.2058130335,0.106951871658,14.0
Hitachi HDS723020BLA642,2.00039893402,10.0,848.0,847 days 00:00:00.000000000,176910.0,20338.0,43.0720818173,0.00022755717374,1.0
Hitachi HDS723030ALA640,3.00059298202,1024.0,92702.0,92732 days 00:00:00.000000000,27528283.0,2226139.0,3.148051402,0.023301854591,8.0
Hitachi HDS723030BLE640,3.00059298202,8.0,728.0,728 days 00:00:00.000000000,117846.0,17452.0,0.0,0.000182045738992,0.0
Hitachi HDS724040ALE640,4.00078703002,1.0,56.0,55 days 00:00:00.000000000,1330.0,1320.0,0.0,2.2755717374e-05,0.0
Hitachi HDT721010SLA360,1.00020488602,1.0,23.0,22 days 00:00:00.000000000,47892.0,528.0,0.0,2.2755717374e-05,0.0
Hitachi HDT725025VLA380,0.25,1.0,91.0,91 days 00:00:00.000000000,48270.0,2185.0,0.0,2.2755717374e-05,0.0
SAMSUNG HD154UI,1.50030191002,3.0,243.0,243 days 00:00:00.000000000,35933.0,5834.0,0.0,6.8267152122e-05,0.0
ST1500DL001,1.50030191002,2.0,182.0,182 days 00:00:00.000000000,29621.0,4368.0,0.0,4.5511434748e-05,0.0
ST1500DL003,1.50030191002,38.0,2819.0,2862 days 00:00:00.000000000,600347.0,67569.0,129.645251521,0.000864717260212,10.0
ST1500DM003,1.50030191002,3.0,273.0,273 days 00:00:00.000000000,49802.0,6561.0,0.0,6.8267152122e-05,0.0
ST2000DL001,2.00039893402,2.0,148.0,148 days 00:00:00.000000000,27124.0,3553.0,246.552209401,4.5511434748e-05,1.0
ST2000DL003,2.00039893402,1.0,90.0,91 days 00:00:00.000000000,10146.0,2170.0,0.0,2.2755717374e-05,0.0
ST2000VN000,2.00039893402,5.0,390.0,389 days 00:00:00.000000000,49479.0,9338.0,0.0,0.00011377858687,0.0
ST250LM004 HN,0.250059350016,37.0,3367.0,3367 days 00:00:00.000000000,476163.0,80844.0,0.0,0.000841961542838,0.0
ST250LT007,0.250059350016,6.0,455.0,455 days 00:00:00.000000000,75188.0,11057.0,158.451659582,0.000136534304244,2.0
ST3000DM001,3.00059298202,2244.0,124484.0,-89897 days +00:25:26.290448384,43521569.0,2975552.0,46.8094659411,0.0510638297872,159.0
ST31500341AS,1.50030191002,357.0,31200.0,31194 days 00:00:00.000000000,14977116.0,748803.0,23.3973421581,0.00812379110251,20.0
ST31500541AS,1.50030191002,1728.0,144515.0,-68859 days +00:25:26.290448384,72822718.0,3473489.0,9.33125166079,0.0393218796223,37.0
ST3160316AS,0.160041885696,57.0,4891.0,4888 days 00:00:00.000000000,1666465.0,117371.0,22.3905394007,0.00129707589032,3.0
ST3160318AS,0.160041885696,52.0,4522.0,4521 days 00:00:00.000000000,1791721.0,108555.0,24.2089263507,0.00118329730345,3.0
ST32000542AS,2.00039893402,41.0,3677.0,3677 days 00:00:00.000000000,1052615.0,88274.0,19.8472936539,0.000932984412334,2.0
ST320LT007,0.320072933376,91.0,7934.0,7935 days 00:00:00.000000000,1398253.0,193073.0,27.2228638909,0.00207077028103,6.0
ST33000651AS,3.00059298202,297.0,25839.0,25827 days 00:00:00.000000000,7283610.0,620148.0,2.82513206525,0.00675844806008,2.0
ST3500320AS,0.500107862016,1.0,82.0,82 days 00:00:00.000000000,22251.0,1969.0,0.0,2.2755717374e-05,0.0
ST4000DM000,4.00078703002,12713.0,1022362.0,-44514 days +02:07:11.452241920,96889832.0,24559686.0,2.81778846847,0.289293434976,79.0
ST4000DX000,4.00078703002,179.0,16261.0,16261 days 00:00:00.000000000,2658891.0,390419.0,4.48748652089,0.00407327340994,2.0
ST500LM012 HN,0.500107862016,186.0,12981.0,13218 days 00:00:00.000000000,467628.0,315559.0,2.77602603634,0.00423256343156,1.0
ST6000DX000,6.00117512602,45.0,4095.0,4095 days 00:00:00.000000000,157992.0,98322.0,0.0,0.00102400728183,0.0
ST9250315AS,0.250059350016,62.0,5642.0,5642 days 00:00:00.000000000,614918.0,138308.0,0.0,0.00141085447719,0.0
ST9320325AS,0.320072933376,24.0,2184.0,2184 days 00:00:00.000000000,181878.0,53558.0,0.0,0.000546137216976,0.0
TOSHIBA DT01ACA300,3.00059298202,52.0,4300.0,4295 days 00:00:00.000000000,769262.0,102948.0,8.50915025061,0.00118329730345,1.0
WDC WD1001FALS,1.00020488602,2.0,182.0,182 days 00:00:00.000000000,27131.0,4274.0,0.0,4.5511434748e-05,0.0
WDC WD10EACS,1.00020488602,73.0,6421.0,6418 days 00:00:00.000000000,3221066.0,132218.0,6.62542165212,0.0016611673683,1.0
WDC WD10EADS,1.00020488602,513.0,36088.0,36273 days 00:00:00.000000000,22505884.0,795341.0,7.70990053323,0.0116736830129,7.0
WDC WD10EADX,1.00020488602,25.0,1995.0,1991 days 00:00:00.000000000,334721.0,46910.0,18.6740567043,0.00056889293435,1.0
WDC WD10EALS,1.00020488602,1.0,23.0,22 days 00:00:00.000000000,27499.0,525.0,0.0,2.2755717374e-05,0.0
WDC WD10EARS,1.00020488602,5.0,319.0,317 days 00:00:00.000000000,134166.0,7580.0,0.0,0.00011377858687,0.0
WDC WD10EARX,1.00020488602,3.0,273.0,273 days 00:00:00.000000000,60532.0,6522.0,0.0,6.8267152122e-05,0.0
WDC WD15EARS,1.50030191002,1.0,91.0,91 days 00:00:00.000000000,36541.0,2170.0,0.0,2.2755717374e-05,0.0
WDC WD1600AAJB,0.160041885696,8.0,728.0,728 days 00:00:00.000000000,202032.0,17335.0,0.0,0.000182045738992,0.0
WDC WD1600AAJS,0.160041885696,89.0,6822.0,6808 days 00:00:00.000000000,2043780.0,162889.0,0.0,0.00202525884629,0.0
WDC WD1600BPVT,0.160041885696,3.0,237.0,237 days 00:00:00.000000000,28630.0,5685.0,154.089709763,6.8267152122e-05,1.0
WDC WD20EFRX,2.00039893402,30.0,1957.0,1965 days 00:00:00.000000000,77185.0,46714.0,18.7524082716,0.00068267152122,1.0
WDC WD2500AAJB,0.250059350016,2.0,141.0,141 days 00:00:00.000000000,27960.0,3381.0,259.094942325,4.5511434748e-05,1.0
WDC WD2500AAJS,0.250059350016,3.0,266.0,266 days 00:00:00.000000000,33449.0,6381.0,0.0,6.8267152122e-05,0.0
WDC WD2500BEVT,0.250059350016,1.0,91.0,91 days 00:00:00.000000000,10318.0,2153.0,0.0,2.2755717374e-05,0.0
WDC WD2500BPVT,0.250059350016,9.0,807.0,807 days 00:00:00.000000000,127225.0,19358.0,45.2526087406,0.000204801456366,1.0
WDC WD30EFRX,3.00059298202,982.0,60392.0,71077 days 00:00:00.000000000,7140157.0,1557406.0,4.49979003548,0.0223461144613,8.0
WDC WD30EZRX,3.00059298202,1.0,78.0,78 days 00:00:00.000000000,1880.0,1871.0,0.0,2.2755717374e-05,0.0
WDC WD3200AAJB,0.320072933376,3.0,273.0,273 days 00:00:00.000000000,56510.0,6544.0,0.0,6.8267152122e-05,0.0
WDC WD3200AAJS,0.320072933376,6.0,534.0,534 days 00:00:00.000000000,67639.0,12271.0,71.3878249531,0.000136534304244,1.0
WDC WD3200AAKS,0.320072933376,1.0,91.0,91 days 00:00:00.000000000,39024.0,2160.0,0.0,2.2755717374e-05,0.0
WDC WD3200BEKT,0.320072933376,1.0,91.0,91 days 00:00:00.000000000,10878.0,2183.0,0.0,2.2755717374e-05,0.0
WDC WD3200BEKX,0.320072933376,13.0,1182.0,1183 days 00:00:00.000000000,49579.0,28339.0,0.0,0.000295824325862,0.0
WDC WD3200LPVX,0.320072933376,2.0,93.0,92 days 00:00:00.000000000,14076.0,2207.0,0.0,4.5511434748e-05,0.0
WDC WD40EFRX,4.00078703002,45.0,4095.0,4095 days 00:00:00.000000000,325058.0,98193.0,0.0,0.00102400728183,0.0
WDC WD5000AAJS,0.500107862016,1.0,91.0,91 days 00:00:00.000000000,14166.0,1392.0,0.0,2.2755717374e-05,0.0
WDC WD5000BPKT,0.500107862016,24.0,2159.0,2184 days 00:00:00.000000000,360300.0,51854.0,0.0,0.000546137216976,0.0
WDC WD5000LPVX,0.500107862016,171.0,13298.0,13312 days 00:00:00.000000000,808652.0,318696.0,0.0,0.00389122767095,0.0
WDC WD5002ABYS,0.500107862016,6.0,471.0,470 days 00:00:00.000000000,135941.0,11268.0,0.0,0.000136534304244,0.0
WDC WD5003ABYX,0.500107862016,2.0,182.0,182 days 00:00:00.000000000,13924.0,2777.0,0.0,4.5511434748e-05,0.0
