model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
HGST HDS5C4040ALE630,4.00078703002,1.0,13.0,12 days 00:00:00.000000000,297.0,287.0,0.0,2.47899055505e-05,0.0
HGST HDS724040ALE640,4.00078703002,42.0,3864.0,3822 days 00:00:00.000000000,380178.0,91691.0,0.0,0.00104117603312,0.0
HGST HMS5C4040ALE640,4.00078703002,5544.0,274799.0,83319 days 00:25:26.290448384,8527575.0,7112835.0,1.7242070145,0.137435236372,14.0
HGST HMS5C4040BLE640,4.00078703002,2840.0,253290.0,39174 days 00:25:26.290448384,10474206.0,6063488.0,0.144471301007,0.0704033317633,1.0
Hitachi HDS5C3030ALA630,3.00059298202,4603.0,422539.0,-9065 days +00:50:52.580896768,96467472.0,10030937.0,0.87329827712,0.114107935249,10.0
Hitachi HDS5C3030BLE630,3.00059298202,1.0,92.0,91 days 00:00:00.000000000,13728.0,2184.0,0.0,2.47899055505e-05,0.0
Hitachi HDS5C4040ALE630,4.00078703002,2542.0,233416.0,17396 days 00:25:26.290448384,33738881.0,5541762.0,0.316144937296,0.0630159399093,2.0
Hitachi HDS722020ALA330,2.00039893402,4709.0,432841.0,1125 days 00:50:52.580896768,149458288.0,10275191.0,0.767285007159,0.116735665237,9.0
Hitachi HDS723020BLA642,2.00039893402,10.0,920.0,910 days 00:00:00.000000000,156332.0,21839.0,0.0,0.000247899055505,0.0
Hitachi HDS723030ALA640,3.00059298202,1026.0,93946.0,92929 days 00:00:00.000000000,25385543.0,2230425.0,1.963751303,0.0254344430948,5.0
Hitachi HDS723030BLE640,3.00059298202,10.0,792.0,782 days 00:00:00.000000000,116566.0,18767.0,0.0,0.000247899055505,0.0
Hitachi HDT721010SLA360,1.00020488602,1.0,92.0,91 days 00:00:00.000000000,47341.0,2185.0,0.0,2.47899055505e-05,0.0
Hitachi HDT725025VLA380,0.25,1.0,92.0,91 days 00:00:00.000000000,46061.0,2184.0,0.0,2.47899055505e-05,0.0
SAMSUNG HD154UI,1.50030191002,3.0,276.0,273 days 00:00:00.000000000,30026.0,6551.0,0.0,7.43697166514e-05,0.0
