model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
HGST HDS5C4040ALE630,4.00078703002,39.0,1964.0,1925 days 00:00:00.000000000,72463.0,46204.0,37.9187949095,0.000786686838124,2.0
HGST HDS724040ALE640,4.00078703002,42.0,3816.0,3774 days 00:00:00.000000000,655190.0,90536.0,19.3514182204,0.000847201210287,2.0
HGST HMS5C4040ALE640,4.00078703002,7115.0,645885.0,-1541 days +01:16:18.871345152,57136602.0,15334929.0,1.08536531209,0.143519919314,19.0
HGST HMS5C4040BLE640,4.00078703002,3100.0,281880.0,65276 days 00:25:26.290448384,31495943.0,6690759.0,0.523707400012,0.0625315179022,4.0
HGST HUH728080ALE600,8.00156322202,45.0,4095.0,4050 days 00:00:00.000000000,155952.0,97199.0,0.0,0.000907715582451,0.0
Hitachi HDS5C3030ALA630,3.00059298202,4597.0,417426.0,-14179 days +00:50:52.580896768,125885857.0,9908345.0,1.67979617181,0.0927281896117,19.0
Hitachi HDS5C3030BLE630,3.00059298202,1.0,91.0,90 days 00:00:00.000000000,20275.0,2160.0,0.0,2.01714573878e-05,0.0
Hitachi HDS5C4040ALE630,4.00078703002,2653.0,241242.0,25087 days 00:25:26.290448384,52062842.0,5726353.0,0.764884735538,0.0535148764498,5.0
Hitachi HDS722020ALA330,2.00039893402,4664.0,421478.0,-9983 days +00:50:52.580896768,178575192.0,10007988.0,4.81415445342,0.0940796772567,55.0
Hitachi HDS723020BLA642,2.00039893402,9.0,748.0,739 days 00:00:00.000000000,208932.0,17733.0,49.3994248012,0.00018154311649,1.0
Hitachi HDS723030ALA640,3.00059298202,1013.0,91757.0,90744 days 00:00:00.000000000,31576690.0,2177921.0,2.81552912158,0.0204336863338,7.0
Hitachi HDS723030BLE640,3.00059298202,10.0,890.0,880 days 00:00:00.000000000,174923.0,21118.0,0.0,0.000201714573878,0.0
Hitachi HDS724040ALE640,4.00078703002,3.0,273.0,270 days 00:00:00.000000000,13523.0,6480.0,0.0,6.05143721634e-05,0.0
Hitachi HDT725025VLA380,0.25,1.0,91.0,90 days 00:00:00.000000000,52614.0,2160.0,0.0,2.01714573878e-05,0.0
SAMSUNG HD154UI,1.50030191002,1.0,78.0,80 days 00:00:00.000000000,16921.0,1919.0,0.0,2.01714573878e-05,0.0
ST1500DL001,1.50030191002,2.0,157.0,155 days 00:00:00.000000000,37737.0,3720.0,0.0,4.03429147756e-05,0.0
ST1500DL003,1.50030191002,6.0,391.0,397 days 00:00:00.000000000,108470.0,9460.0,185.200845666,0.000121028744327,2.0
ST1500DM003,1.50030191002,3.0,229.0,226 days 00:00:00.000000000,61781.0,5425.0,0.0,6.05143721634e-05,0.0
ST2000DL001,2.00039893402,1.0,6.0,5 days 00:00:00.000000000,16382.0,121.0,0.0,2.01714573878e-05,0.0
ST2000DL003,2.00039893402,2.0,41.0,39 days 00:00:00.000000000,15649.0,936.0,0.0,4.03429147756e-05,0.0
ST2000VN000,2.00039893402,7.0,307.0,302 days 00:00:00.000000000,66775.0,7201.0,243.29954173,0.000141200201715,2.0
ST250LM004 HN,0.250059350016,37.0,3280.0,3243 days 00:00:00.000000000,617396.0,77834.0,0.0,0.000746343923348,0.0
ST250LT007,0.250059350016,4.0,364.0,360 days 00:00:00.000000000,68147.0,8749.0,0.0,8.06858295512e-05,0.0
ST3000DM001,3.00059298202,539.0,33811.0,33728 days 00:00:00.000000000,12114130.0,804250.0,39.211687908,0.010872415532,36.0
ST31500341AS,1.50030191002,259.0,19322.0,19063 days 00:00:00.000000000,11789164.0,456828.0,21.0932779952,0.00522440746344,11.0
ST31500541AS,1.50030191002,1593.0,128197.0,-81683 days +00:25:26.290448384,73424833.0,3149449.0,12.7946189953,0.0321331316188,46.0
ST3160316AS,0.160041885696,51.0,4341.0,4293 days 00:00:00.000000000,1709280.0,103036.0,25.5056485112,0.00102874432678,3.0
ST3160318AS,0.160041885696,50.0,4449.0,4399 days 00:00:00.000000000,1950289.0,105580.0,16.5940519038,0.00100857286939,2.0
ST32000542AS,2.00039893402,83.0,1729.0,1646 days 00:00:00.000000000,2080411.0,39552.0,22.1480582524,0.00167423096319,1.0
ST320005XXXX,2.00039893402,2.0,45.0,43 days 00:00:00.000000000,57855.0,1034.0,847.195357834,4.03429147756e-05,1.0
ST320LT007,0.320072933376,84.0,7507.0,7436 days 00:00:00.000000000,1661378.0,180645.0,4.84929004401,0.00169440242057,1.0
ST33000651AS,3.00059298202,234.0,17584.0,17750 days 00:00:00.000000000,6950994.0,425974.0,6.16939062008,0.00472012102874,3.0
ST3500320AS,0.500107862016,1.0,91.0,90 days 00:00:00.000000000,26594.0,2160.0,0.0,2.01714573878e-05,0.0
ST4000DM000,4.00078703002,17922.0,1478495.0,-28919 days +02:58:04.033138688,161854265.0,36327718.0,3.88232478572,0.361512859304,161.0
ST4000DX000,4.00078703002,175.0,15855.0,15680 days 00:00:00.000000000,3355969.0,376345.0,2.32765148999,0.00353000504286,1.0
ST500LM012 HN,0.500107862016,304.0,24294.0,24157 days 00:00:00.000000000,1503821.0,579610.0,1.51136108763,0.00613212304589,1.0
ST6000DX000,6.00117512602,1900.0,152000.0,-51664 days +00:25:26.290448384,4525502.0,3888571.0,3.6044089204,0.0383257690368,16.0
ST9250315AS,0.250059350016,61.0,5514.0,5453 days 00:00:00.000000000,874118.0,133515.0,13.12212111,0.00123045890066,2.0
ST9320325AS,0.320072933376,24.0,2184.0,2160 days 00:00:00.000000000,288254.0,52894.0,0.0,0.000484114977307,0.0
TOSHIBA DT01ACA300,3.00059298202,51.0,4459.0,4408 days 00:00:00.000000000,962528.0,105777.0,8.28157349896,0.00102874432678,1.0
TOSHIBA MD04ABA400V,4.00078703002,146.0,8194.0,8073 days 00:00:00.000000000,239127.0,193138.0,4.53561701995,0.00294503277862,1.0
TOSHIBA MD04ABA500V,5.00098107802,46.0,4095.0,4049 days 00:00:00.000000000,132273.0,97161.0,9.01596319511,0.000927887039839,1.0
WDC WD1001FALS,1.00020488602,2.0,111.0,112 days 00:00:00.000000000,34039.0,2646.0,0.0,4.03429147756e-05,0.0
WDC WD10EACS,1.00020488602,58.0,4773.0,4851 days 00:00:00.000000000,3069704.0,114310.0,15.3267430671,0.00116994452849,2.0
WDC WD10EADS,1.00020488602,389.0,28884.0,29607 days 00:00:00.000000000,19423471.0,687581.0,12.7403171408,0.00784669692385,10.0
WDC WD10EADX,1.00020488602,9.0,785.0,791 days 00:00:00.000000000,186165.0,18656.0,0.0,0.00018154311649,0.0
WDC WD10EARS,1.00020488602,4.0,296.0,292 days 00:00:00.000000000,142172.0,6977.0,0.0,8.06858295512e-05,0.0
WDC WD10EARX,1.00020488602,3.0,267.0,269 days 00:00:00.000000000,73492.0,6426.0,0.0,6.05143721634e-05,0.0
WDC WD15EARS,1.50030191002,1.0,88.0,90 days 00:00:00.000000000,40856.0,2146.0,0.0,2.01714573878e-05,0.0
WDC WD1600AAJB,0.160041885696,7.0,637.0,630 days 00:00:00.000000000,211251.0,14989.0,0.0,0.000141200201715,0.0
WDC WD1600AAJS,0.160041885696,72.0,5439.0,5441 days 00:00:00.000000000,1962034.0,129136.0,20.350638087,0.00145234493192,3.0
WDC WD1600BPVT,0.160041885696,2.0,182.0,180 days 00:00:00.000000000,22456.0,4316.0,0.0,4.03429147756e-05,0.0
WDC WD20EFRX,2.00039893402,104.0,7231.0,7195 days 00:00:00.000000000,337296.0,171329.0,10.2259395666,0.00209783156833,2.0
WDC WD2500AAJB,0.250059350016,1.0,91.0,90 days 00:00:00.000000000,23269.0,2156.0,0.0,2.01714573878e-05,0.0
