model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
ST1500DM003,1.50030191002,1.0,92.0,91 days 00:00:00.000000000,24952.0,2184.0,0.0,1.94495769717e-05,0.0
ST2000VN000,2.00039893402,4.0,277.0,273 days 00:00:00.000000000,40335.0,6551.0,0.0,7.77983078868e-05,0.0
ST250LM004 HN,0.250059350016,37.0,3275.0,3238 days 00:00:00.000000000,678562.0,60276.0,29.0662950428,0.000719634347953,2.0
ST250LT007,0.250059350016,4.0,300.0,296 days 00:00:00.000000000,75431.0,7186.0,121.903701642,7.77983078868e-05,1.0
ST3000DM001,3.00059298202,349.0,23347.0,23152 days 00:00:00.000000000,8669525.0,556182.0,31.5004800587,0.00678790236312,20.0
ST31500341AS,1.50030191002,31.0,677.0,646 days 00:00:00.000000000,1089338.0,15502.0,0.0,0.000602936886123,0.0
ST31500541AS,1.50030191002,969.0,60269.0,59300 days 00:00:00.000000000,46220193.0,1423071.0,9.84912207472,0.0188466400856,16.0
ST3160316AS,0.160041885696,54.0,4715.0,4725 days 00:00:00.000000000,1900036.0,111868.0,15.6613151214,0.00105027715647,2.0
ST3160318AS,0.160041885696,49.0,4263.0,4217 days 00:00:00.000000000,2015739.0,101217.0,25.9640179021,0.000953029271613,3.0
ST320LT007,0.320072933376,83.0,7252.0,7268 days 00:00:00.000000000,1822967.0,174064.0,25.1631583785,0.00161431488865,5.0
ST33000651AS,3.00059298202,152.0,9924.0,10698 days 00:00:00.000000000,4855675.0,256729.0,0.0,0.0029563356997,0.0
ST3500320AS,0.500107862016,1.0,92.0,91 days 00:00:00.000000000,28802.0,2184.0,0.0,1.94495769717e-05,0.0
ST4000DM000,4.00078703002,21064.0,1777791.0,51284 days 03:23:30.323587072,202229763.0,42060093.0,2.97831010502,0.409685889332,143.0
ST4000DX000,4.00078703002,216.0,17349.0,17469 days 00:00:00.000000000,3762784.0,419244.0,4.17895068266,0.00420110862589,2.0
ST500LM012 HN,0.500107862016,372.0,30005.0,29767 days 00:00:00.000000000,2242271.0,711839.0,24.6123069964,0.00723524263347,20.0
ST6000DX000,6.00117512602,1892.0,173141.0,-42253 days +00:25:26.290448384,8667617.0,4110110.0,2.13132981842,0.0367985996305,10.0
ST9250315AS,0.250059350016,59.0,5232.0,5173 days 00:00:00.000000000,973189.0,126752.0,13.8222671043,0.00114752504133,2.0
ST9320325AS,0.320072933376,24.0,2208.0,2184 days 00:00:00.000000000,342348.0,53508.0,0.0,0.000466789847321,0.0
TOSHIBA DT01ACA300,3.00059298202,50.0,4438.0,4388 days 00:00:00.000000000,1050864.0,105306.0,0.0,0.000972478848585,0.0
TOSHIBA MD04ABA400V,4.00078703002,147.0,13340.0,13193 days 00:00:00.000000000,558581.0,316556.0,5.53456576404,0.00285908781484,2.0
TOSHIBA MD04ABA500V,5.00098107802,45.0,4140.0,4095 days 00:00:00.000000000,230438.0,98253.0,0.0,0.000875230963727,0.0
WDC WD1001FALS,1.00020488602,1.0,92.0,91 days 00:00:00.000000000,25343.0,2172.0,0.0,1.94495769717e-05,0.0
WDC WD10EACS,1.00020488602,54.0,2335.0,2498 days 00:00:00.000000000,2929521.0,54953.0,0.0,0.00105027715647,0.0
WDC WD10EADS,1.00020488602,292.0,22344.0,24236 days 00:00:00.000000000,15103360.0,522079.0,5.03372095028,0.00567927647574,3.0
WDC WD10EADX,1.00020488602,10.0,653.0,697 days 00:00:00.000000000,228188.0,15530.0,56.406954282,0.000194495769717,1.0
WDC WD10EARS,1.00020488602,3.0,224.0,221 days 00:00:00.000000000,109749.0,5269.0,0.0,5.83487309151e-05,0.0
WDC WD10EARX,1.00020488602,3.0,205.0,202 days 00:00:00.000000000,78402.0,4838.0,0.0,5.83487309151e-05,0.0
WDC WD15EARS,1.50030191002,1.0,92.0,91 days 00:00:00.000000000,43050.0,2171.0,0.0,1.94495769717e-05,0.0
WDC WD1600AAJB,0.160041885696,7.0,605.0,598 days 00:00:00.000000000,225571.0,14155.0,61.8862592723,0.000136147038802,1.0
WDC WD1600AAJS,0.160041885696,99.0,7902.0,7914 days 00:00:00.000000000,2667229.0,187322.0,14.0293184997,0.0019255081202,3.0
WDC WD1600BPVT,0.160041885696,2.0,184.0,182 days 00:00:00.000000000,26867.0,4364.0,0.0,3.88991539434e-05,0.0
WDC WD20EFRX,2.00039893402,128.0,10458.0,10330 days 00:00:00.000000000,575587.0,247614.0,7.07552884732,0.00248954585238,2.0
WDC WD2500AAJB,0.250059350016,1.0,92.0,91 days 00:00:00.000000000,25473.0,2180.0,0.0,1.94495769717e-05,0.0
WDC WD2500AAJS,0.250059350016,3.0,276.0,273 days 00:00:00.000000000,51147.0,6545.0,0.0,5.83487309151e-05,0.0
WDC WD2500BEVT,0.250059350016,1.0,92.0,91 days 00:00:00.000000000,16706.0,2171.0,0.0,1.94495769717e-05,0.0
WDC WD2500BPVT,0.250059350016,8.0,729.0,728 days 00:00:00.000000000,164739.0,17454.0,0.0,0.000155596615774,0.0
WDC WD30EFRX,3.00059298202,1136.0,101193.0,100553 days 00:00:00.000000000,13456491.0,2400362.0,4.37933944963,0.0220947194399,12.0
WDC WD3200AAJB,0.320072933376,2.0,184.0,182 days 00:00:00.000000000,47614.0,4361.0,0.0,3.88991539434e-05,0.0
WDC WD3200AAJS,0.320072933376,3.0,259.0,264 days 00:00:00.000000000,50546.0,6125.0,143.020408163,5.83487309151e-05,1.0
WDC WD3200AAKS,0.320072933376,1.0,92.0,91 days 00:00:00.000000000,45489.0,2148.0,0.0,1.94495769717e-05,0.0
WDC WD3200BEKT,0.320072933376,1.0,92.0,91 days 00:00:00.000000000,17421.0,2181.0,0.0,1.94495769717e-05,0.0
WDC WD3200BEKX,0.320072933376,12.0,1046.0,1034 days 00:00:00.000000000,123716.0,24792.0,35.3339787028,0.00023339492366,1.0
WDC WD3200LPVX,0.320072933376,1.0,92.0,91 days 00:00:00.000000000,14754.0,2181.0,0.0,1.94495769717e-05,0.0
WDC WD40EFRX,4.00078703002,45.0,4140.0,4095 days 00:00:00.000000000,610380.0,98167.0,0.0,0.000875230963727,0.0
WDC WD5000BPKT,0.500107862016,24.0,2208.0,2184 days 00:00:00.000000000,517103.0,52363.0,0.0,0.000466789847321,0.0
WDC WD5000LPVX,0.500107862016,263.0,22090.0,22266 days 00:00:00.000000000,2299357.0,524419.0,26.7267204277,0.00511523874356,16.0
WDC WD5002ABYS,0.500107862016,5.0,460.0,455 days 00:00:00.000000000,152342.0,10908.0,0.0,9.72478848585e-05,0.0
WDC WD5003ABYX,0.500107862016,2.0,184.0,182 days 00:00:00.000000000,22839.0,4362.0,0.0,3.88991539434e-05,0.0
WDC WD60EFRX,6.00117512602,462.0,42136.0,41674 days 00:00:00.000000000,3173548.0,999072.0,3.50725473239,0.00898570456093,4.0
WDC WD800AAJB,0.080026361856,11.0,971.0,960 days 00:00:00.000000000,461335.0,22175.0,39.503945885,0.000213945346689,1.0
WDC WD800AAJS,0.080026361856,14.0,1288.0,1274 days 00:00:00.000000000,427287.0,30528.0,0.0,0.000272294077604,0.0
WDC WD800BB,0.080026361856,13.0,749.0,736 days 00:00:00.000000000,915178.0,17569.0,0.0,0.000252844500632,0.0
WDC WD800JB,0.080026361856,7.0,553.0,546 days 00:00:00.000000000,367013.0,13082.0,0.0,0.000136147038802,0.0
WDC WD800JD,0.080026361856,1.0,92.0,91 days 00:00:00.000000000,37631.0,2175.0,0.0,1.94495769717e-05,0.0
WDC WD800LB,0.080026361856,1.0,92.0,91 days 00:00:00.000000000,86447.0,2182.0,0.0,1.94495769717e-05,0.0
