model,size_tb,drive_count,days_observed,days_elapsed,runtime_total,runtime_elapsed,failure_rate,percent_total,failures
HGST HDS5C4040ALE630,4.0,75.0,6900.0,6825 days 00:00:00.000000000,769194.0,163811.0,0.0,0.0010057124467,0.0
HGST HDS724040ALE640,4.0,40.0,3680.0,3640 days 00:00:00.000000000,1063814.0,87361.0,0.0,0.000536379971572,0.0
HGST HMS5C4040ALE640,4.0,7073.0,650427.0,2842 days 01:16:18.871345152,134568930.0,15439570.0,0.39716131990722536,0.0948453884732,7.0
HGST HMS5C4040BLE640,4.0,9394.0,800738.0,-62403 days +01:41:45.161793536,85165174.0,18999206.0,0.5532862794371513,0.125968836324,12.0
HGST HUH728080ALE600,8.0,45.0,4140.0,4095 days 00:00:00.000000000,643590.0,98281.0,0.0,0.000603427468018,0.0
Hitachi HDS5C3030ALA630,3.0,4496.0,413452.0,-18052 days +00:50:52.580896768,172204142.0,9815354.0,0.3569917091120708,0.0602891088047,4.0
Hitachi HDS5C3030BLE630,3.0,1.0,92.0,91 days 00:00:00.000000000,31261.0,2184.0,0.0,1.34094992893e-05,0.0
Hitachi HDS5C4040ALE630,4.0,2631.0,241997.0,25862 days 00:25:26.290448384,80533868.0,5744928.0,0.304964657520512,0.0352803926301,2.0
Hitachi HDS722020ALA330,2.0,3723.0,159483.0,-52199 days +00:25:26.290448384,178667855.0,3811525.0,0.6894878034382563,0.0499235658541,3.0
Hitachi HDS723020BLA642,2.0,6.0,261.0,255 days 00:00:00.000000000,201441.0,6104.0,0.0,8.04569957358e-05,0.0
Hitachi HDS723030ALA640,3.0,990.0,90948.0,89958 days 00:00:00.000000000,41770052.0,2159116.0,1.2171648026321884,0.0132754042964,3.0
Hitachi HDS723030BLE640,3.0,9.0,828.0,819 days 00:00:00.000000000,253662.0,19657.0,0.0,0.000120685493604,0.0
Hitachi HDS724040ALE640,4.0,3.0,276.0,273 days 00:00:00.000000000,46501.0,6552.0,0.0,4.02284978679e-05,0.0
Hitachi HDT725025VLA380,0.0,1.0,92.0,91 days 00:00:00.000000000,63588.0,2185.0,0.0,1.34094992893e-05,0.0
ST1000LM024 HN,1.0,1.0,15.0,36 days 00:00:00.000000000,1349.0,621.0,0.0,1.34094992893e-05,0.0
ST2000VN000,2.0,5.0,210.0,205 days 00:00:00.000000000,35008.0,4902.0,0.0,6.70474964465e-05,0.0
ST250LM004 HN,0.0,32.0,2880.0,2848 days 00:00:00.000000000,837157.0,68357.0,12.81507380370701,0.000429103977257,1.0
ST31500541AS,1.0,44.0,2545.0,2911 days 00:00:00.000000000,2258581.0,64889.0,40.499930650803684,0.000590017968729,3.0
ST3160316AS,0.0,51.0,4046.0,3995 days 00:00:00.000000000,2245017.0,95845.0,0.0,0.000683884463754,0.0
ST3160318AS,0.0,40.0,2470.0,2430 days 00:00:00.000000000,1972539.0,58249.0,0.0,0.000536379971572,0.0
ST320LT007,0.0,11.0,989.0,978 days 00:00:00.000000000,304208.0,23737.0,36.90441083540464,0.000147504492182,1.0
ST33000651AS,3.0,1.0,62.0,71 days 00:00:00.000000000,34478.0,1529.0,0.0,1.34094992893e-05,0.0
ST3500320AS,0.0,1.0,92.0,91 days 00:00:00.000000000,37585.0,2184.0,0.0,1.34094992893e-05,0.0
ST4000DM000,4.0,35022.0,3187409.0,-41291 days +06:21:34.356725760,473150225.0,75865687.0,3.209988726524021,0.46962748411,278.0
ST4000DX000,4.0,197.0,17888.0,17691 days 00:00:00.000000000,5087887.0,424567.0,10.316392936803851,0.00264167135999,5.0
ST4000DX002,4.0,2.0,184.0,182 days 00:00:00.000000000,8953.0,4368.0,0.0,2.68189985786e-05,0.0
ST500LM012 HN,0.0,795.0,71345.0,70762 days 00:00:00.000000000,7570703.0,1659476.0,0.0,0.010660551935,0.0
ST6000DM001,6.0,1.0,14.0,13 days 00:00:00.000000000,321.0,312.0,0.0,1.34094992893e-05,0.0
ST6000DX000,6.0,1891.0,171813.0,-42097 days +00:25:26.290448384,25098684.0,4113718.0,0.6388381507920572,0.0253573631561,3.0
ST8000DM002,8.0,5135.0,376183.0,-55908 days +00:50:52.580896768,10901297.0,8906053.0,1.4754010558886186,0.0688577788505,15.0
ST9250315AS,0.0,53.0,4736.0,4724 days 00:00:00.000000000,1327892.0,114535.0,0.0,0.000710703462333,0.0
