serial_number,n_obs,failure,runtime_min,runtime_max,uptime
JK1100B8G3B7AT,963,0.0,27342.0,50547.0,23205.0
JK1100B9G6R68D,886,0.0,27991.0,49299.0,21308.0
JK1100B9GA4TEE,963,0.0,27342.0,50547.0,23205.0
JK1100B9GA54WE,886,0.0,27991.0,49300.0,21309.0
JK1100B9GA7KVE,963,0.0,27342.0,50546.0,23204.0
JK1100YAH6M54T,815,0.0,29060.0,48711.0,19651.0
JK1100YAHARNNT,929,0.0,21671.0,44012.0,22341.0
JK1100YAHDKJST,954,0.0,3514.0,26502.0,22988.0
JK1100YAJDK7RT,874,0.0,30757.0,54452.0,23695.0
JK1100YAJDM1HT,174,1.0,29905.0,34050.0,4145.0
JK1100YAKZELGT,963,0.0,27342.0,50546.0,23204.0
JK1100YBJ97K2D,851,0.0,30757.0,53574.0,22817.0
JK1100YBJJXSND,867,0.0,30757.0,53476.0,22719.0
JK1100YBJK8KZD,936,0.0,29667.0,52366.0,22699.0
JK1100YBJK8LLD,841,0.0,30757.0,52088.0,21331.0
JK1100YBJK8N5D,874,0.0,30758.0,54453.0,23695.0
JK1101B8GA8DAZ,630,1.0,26984.0,42114.0,15130.0
JK1101B8GEZ2ZZ,934,0.0,28045.0,50519.0,22474.0
JK1101B8GKUMLZ,951,0.0,27267.0,50128.0,22861.0
JK1101B8GKUZUZ,469,1.0,27268.0,38520.0,11252.0
JK1101B8GKV7TZ,951,0.0,27268.0,50129.0,22861.0
JK1101B8GKV8JZ,951,0.0,27267.0,50127.0,22860.0
JK1101B8GLG59Z,951,0.0,27267.0,50127.0,22860.0
JK1101B8GLG5EZ,951,0.0,27268.0,50129.0,22861.0
JK1101B8GLG7HZ,951,0.0,27267.0,50128.0,22861.0
JK1101B8GLG9PZ,951,0.0,27268.0,50129.0,22861.0
JK1101B8GNNS9S,886,0.0,27991.0,49299.0,21308.0
JK1101B8GNNSUS,963,0.0,27341.0,50545.0,23204.0
JK1101B8GNNT4S,963,0.0,27341.0,50545.0,23204.0
JK1101B8GNNZAS,963,0.0,27342.0,50546.0,23204.0
JK1101B8GNP1TS,886,0.0,27991.0,49299.0,21308.0
JK1101B8H5RXLZ,942,0.0,19488.0,42185.0,22697.0
JK1101B8HZM1KZ,961,0.0,23207.0,46365.0,23158.0
JK1101B8HZYYNZ,961,0.0,23208.0,46366.0,23158.0
JK1101B8J3PUWZ,524,1.0,23608.0,36182.0,12574.0
JK1101B8JGA7BZ,803,0.0,24930.0,44236.0,19306.0
JK1101B8JL7PJZ,942,0.0,24603.0,47321.0,22718.0
JK1101B8JM91TZ,927,0.0,24616.0,46956.0,22340.0
JK1101B8JMV6NZ,803,0.0,24930.0,44236.0,19306.0
JK1101B8JMWMKZ,1020,0.0,24496.0,49068.0,24572.0
JK1101B8JMWZSZ,873,0.0,24492.0,45537.0,21045.0
JK1101B8JN8NSZ,867,0.0,24495.0,45442.0,20947.0
JK1101B8JNKNZZ,873,0.0,24494.0,45539.0,21045.0
JK1101B8JNTV3Z,960,0.0,23202.0,46360.0,23158.0
JK1101B8JNTZ4Z,803,0.0,24930.0,44235.0,19305.0
JK1101B8JNYSHZ,873,0.0,24494.0,45539.0,21045.0
JK1101B8JP8HBZ,1020,0.0,24495.0,49068.0,24573.0
JK1101B8JP8SZZ,803,0.0,24930.0,44235.0,19305.0
JK1101B8JP8T0Z,803,0.0,24930.0,44236.0,19306.0
JK1101B8JP8TLZ,803,0.0,24930.0,44235.0,19305.0
JK1101B8JP8W5Z,527,1.0,24603.0,37320.0,12717.0
JK1101B8JP8WTZ,803,0.0,24930.0,44235.0,19305.0
JK1101B8JP8XLZ,886,0.0,24810.0,46708.0,21898.0
JK1101B8JP946Z,942,0.0,24603.0,47321.0,22718.0
JK1101B8JP9HKZ,943,0.0,24091.0,46810.0,22719.0
JK1101B8KKP69Z,319,1.0,23365.0,34930.0,11565.0
JK1101B8KKR1NZ,957,0.0,23604.0,46658.0,23054.0
JK1101B8KM2AXZ,944,0.0,23603.0,46465.0,22862.0
JK1101B8KM2EDZ,958,0.0,23601.0,46735.0,23134.0
JK1101B8KM7NBZ,963,0.0,23459.0,46612.0,23153.0
JK1101B8KM7UYZ,793,0.0,23366.0,46546.0,23180.0
JK1101B8KN6R1Z,944,0.0,23603.0,46465.0,22862.0
JK1101B8KN726Z,963,0.0,23459.0,46613.0,23154.0
JK1101B8KN79AZ,944,0.0,23602.0,46464.0,22862.0
JK1101B8KN9NPS,957,0.0,23603.0,46657.0,23054.0
JK1101B8KN9PWS,793,0.0,23365.0,46545.0,23180.0
JK1101B8KN9RHS,944,0.0,23603.0,46465.0,22862.0
JK1101B8KN9XAS,957,0.0,23603.0,46656.0,23053.0
JK1101B8KNA2TS,957,0.0,23603.0,46656.0,23053.0
JK1101B8KNB0ZS,944,0.0,23602.0,46464.0,22862.0
JK1101B8KNB3JS,957,0.0,23603.0,46657.0,23054.0
JK1101B8KNB5VS,957,0.0,23603.0,46657.0,23054.0
JK1101B8KNB8SS,944,0.0,23604.0,46466.0,22862.0
JK1101B8KNB8WS,958,0.0,23601.0,46735.0,23134.0
JK1101B8KNBASS,957,0.0,23603.0,46656.0,23053.0
