serial_number,n_obs,failure,runtime_min,runtime_max,uptime
6VS0360K,353,1.0,18892.0,27431.0,8539.0
6VS04W58,182,1.0,18893.0,23423.0,4530.0
6VS08RP9,163,1.0,15076.0,18957.0,3881.0
6VS09MH2,149,1.0,25016.0,28561.0,3545.0
6VS0C400,311,1.0,19486.0,26943.0,7457.0
9VS01NTA,532,0.0,29020.0,41778.0,12758.0
9VS01PEJ,533,0.0,24317.0,37100.0,12783.0
9VS02Q60,261,1.0,7495.0,13824.0,6329.0
9VS04HPV,85,0.0,10907.0,12920.0,2013.0
9VS06FB6,559,0.0,18892.0,32372.0,13480.0
9VS08HZ5,523,0.0,7236.0,19780.0,12544.0
9VS0AWCY,559,0.0,16803.0,30282.0,13479.0
9VS0ES03,156,1.0,18893.0,22608.0,3715.0
9VS0K3PJ,517,0.0,5699.0,18091.0,12392.0
9VS0QY3T,453,0.0,29228.0,40092.0,10864.0
9VS0SBNK,517,0.0,21103.0,33496.0,12393.0
9VS0V91R,559,0.0,18857.0,32337.0,13480.0
9VS0VSFA,26,0.0,18270.0,18870.0,600.0
9VS0W0Y4,355,0.0,14794.0,23306.0,8512.0
9VS0XFQ7,559,0.0,18892.0,32372.0,13480.0
9VS101V3,380,1.0,40577.0,49690.0,9113.0
9VS10SFH,534,0.0,14791.0,27597.0,12806.0
9VS10XBV,55,0.0,41077.0,42373.0,1296.0
9VS19BY6,391,1.0,39986.0,49362.0,9376.0
9VS19C7B,534,0.0,26233.0,39038.0,12805.0
9VS1AAX6,523,0.0,40745.0,53290.0,12545.0
9VS1AD86,488,0.0,16134.0,27841.0,11707.0
9VS1ADG7,523,0.0,40746.0,53290.0,12544.0
9VS1BTRD,206,1.0,40747.0,45660.0,4913.0
9VS1CVJ7,55,0.0,41080.0,42375.0,1295.0
9VS1D5KP,322,1.0,40911.0,48633.0,7722.0
9VS1DEPT,534,0.0,39985.0,52791.0,12806.0
9VS1DVZ4,355,0.0,40911.0,49423.0,8512.0
9VS1ECPT,420,1.0,39340.0,49412.0,10072.0
9VS1EPQS,55,0.0,41080.0,42376.0,1296.0
9VS1EQ54,517,0.0,40910.0,53303.0,12393.0
9VS1ERNK,385,1.0,39601.0,48835.0,9234.0
9VS1G5XG,355,0.0,40911.0,49422.0,8511.0
9VS1G7P5,355,0.0,40912.0,49425.0,8513.0
