serial_number,n_obs,failure,runtime_min,runtime_max,uptime
WD-WCAV2P319750,913,0.0,30019.0,51387.0,21368.0
WD-WCAV2P327166,500,0.0,2910.0,14789.0,11879.0
WD-WCAV3D509504,930,1.0,21415.0,43477.0,22062.0
WD-WCAYUAS62352,776,1.0,19887.0,38315.0,18428.0
WD-WCAYUDR75130,571,1.0,19567.0,33264.0,13697.0
WD-WCAYUEE96492,1041,0.0,18684.0,43751.0,25067.0
WD-WCAYUEH03713,1028,0.0,18197.0,43560.0,25363.0
WD-WCAYUEH05953,1040,0.0,19426.0,44205.0,24779.0
WD-WCAYUEH08130,939,0.0,19308.0,41668.0,22360.0
WD-WCAYUEH50142,446,1.0,17727.0,30411.0,12684.0
WD-WCAYUEH59392,581,1.0,19241.0,34939.0,15698.0
WD-WCAYUEH66104,989,0.0,18586.0,42521.0,23935.0
WD-WCAYUEH70424,954,0.0,19208.0,42325.0,23117.0
WD-WCAYUEH72518,903,1.0,19551.0,41791.0,22240.0
WD-WCAYUEH96465,1028,0.0,19202.0,43923.0,24721.0
WD-WCAYUEH97566,763,1.0,19190.0,38051.0,18861.0
WD-WCAYUEH99378,1047,0.0,19177.0,44304.0,25127.0
WD-WCAYUEJ03486,995,0.0,19593.0,44679.0,25086.0
WD-WCAYUEJ03657,1039,0.0,19574.0,44571.0,24997.0
WD-WCAYUJL10498,1048,0.0,11412.0,36557.0,25145.0
WD-WCAYUJT13432,856,0.0,11338.0,32135.0,20797.0
WD-WCAYUJU88686,1045,0.0,11518.0,36632.0,25114.0
WD-WCAYUJV26173,1048,0.0,11466.0,36625.0,25159.0
WD-WCAYUJV26862,1046,0.0,11166.0,36317.0,25151.0
WD-WCAYUJV26974,1046,0.0,11373.0,36552.0,25179.0
WD-WCAYV1179833,832,0.0,19930.0,39679.0,19749.0
WD-WCAYV1866163,839,1.0,11497.0,31797.0,20300.0
WD-WCAYW0776898,1042,0.0,19374.0,44139.0,24765.0
WD-WCAYW1083784,1032,0.0,19196.0,43778.0,24582.0
WD-WCAYW1091079,1044,0.0,19591.0,44462.0,24871.0
WD-WCAYW1765056,745,0.0,12598.0,30834.0,18236.0
WD-WCAYW1765922,753,0.0,12255.0,30596.0,18341.0
WD-WCAYW1767242,830,0.0,10781.0,31094.0,20313.0
WD-WCAYW1767878,224,0.0,12347.0,17682.0,5335.0
WD-WCAYW1772100,852,0.0,11358.0,32084.0,20726.0
WD-WCAYW1776897,558,0.0,12060.0,25471.0,13411.0
WD-WCAYW1777050,230,0.0,11889.0,17417.0,5528.0
WD-WCAYW1779619,1044,0.0,11445.0,36597.0,25152.0
WD-WCAYW1779675,333,0.0,12241.0,20211.0,7970.0
WD-WCAYW1795599,255,0.0,12563.0,18691.0,6128.0
