serial_number,n_obs,failure,runtime_min,runtime_max,uptime
Z4D0019R,624,0.0,72.0,15393.0,15321.0
Z4D005J7,668,0.0,104.0,16136.0,16032.0
Z4D007ED,625,0.0,55.0,15057.0,15002.0
Z4D007VP,624,0.0,55.0,15376.0,15321.0
Z4D00H8M,624,0.0,69.0,15380.0,15311.0
Z4D00M5V,622,0.0,50.0,15371.0,15321.0
Z4D00NE6,673,0.0,31.0,16327.0,16296.0
Z4D00NLC,624,0.0,72.0,15393.0,15321.0
Z4D00R51,668,0.0,104.0,16137.0,16033.0
Z4D00R5K,656,0.0,152.0,16037.0,15885.0
Z4D00R68,119,1.0,35.0,2867.0,2832.0
Z4D00SG7,624,0.0,56.0,15376.0,15320.0
Z4D00STG,624,0.0,72.0,15392.0,15320.0
Z4D00TCN,624,0.0,71.0,15393.0,15322.0
Z4D00TFB,624,0.0,71.0,15393.0,15322.0
Z4D00TML,624,0.0,72.0,15393.0,15321.0
Z4D00TXK,624,0.0,72.0,15392.0,15320.0
Z4D00TZ9,673,0.0,31.0,16327.0,16296.0
Z4D00V4C,625,0.0,30.0,15175.0,15145.0
Z4D00V54,625,0.0,55.0,15058.0,15003.0
Z4D00VK3,630,0.0,29.0,15174.0,15145.0
Z4D00VS9,673,0.0,30.0,16327.0,16297.0
Z4D00VWE,656,0.0,152.0,16036.0,15884.0
Z4D00VXQ,668,0.0,104.0,16137.0,16033.0
Z4D00W3L,673,0.0,31.0,16327.0,16296.0
Z4D00WAG,624,0.0,72.0,15393.0,15321.0
Z4D00WGP,625,0.0,174.0,15513.0,15339.0
Z4D00YC6,625,0.0,175.0,15513.0,15338.0
Z4D00YS2,625,0.0,175.0,15513.0,15338.0
Z4D01074,624,0.0,72.0,15392.0,15320.0
Z4D0107T,662,0.0,105.0,16138.0,16033.0
Z4D01103,630,0.0,23.0,15175.0,15152.0
Z4D011J3,662,0.0,105.0,16138.0,16033.0
Z4D0129Q,630,0.0,29.0,15174.0,15145.0
Z4D012SE,624,0.0,56.0,15377.0,15321.0
Z4D01307,662,0.0,106.0,16137.0,16031.0
Z4D013DQ,652,0.0,9.0,15681.0,15672.0
Z4D013V3,662,0.0,106.0,16138.0,16032.0
Z4D014MX,624,0.0,69.0,15380.0,15311.0
Z4D014W4,668,0.0,104.0,16136.0,16032.0
Z4D014XM,624,0.0,72.0,15392.0,15320.0
Z4D01668,624,0.0,72.0,15392.0,15320.0
Z4D016LN,668,0.0,104.0,16137.0,16033.0
Z4D0177L,656,0.0,152.0,16036.0,15884.0
Z4D0178X,656,0.0,152.0,16036.0,15884.0
Z4D0197Y,624,0.0,69.0,15379.0,15310.0
Z4D019B8,658,0.0,38.0,15832.0,15794.0
Z4D019KB,624,0.0,69.0,15380.0,15311.0
Z4D019XA,652,0.0,80.0,15872.0,15792.0
