serial_number,n_obs,failure,runtime_min,runtime_max,uptime
S1F007YW,251,1.0,15694.0,21692.0,5998.0
S1F009LV,239,0.0,16037.0,21749.0,5712.0
S1F009X6,270,0.0,5021.0,11550.0,6529.0
S1F00BAC,231,0.0,15963.0,21530.0,5567.0
S1F00JRS,251,0.0,15906.0,21978.0,6072.0
S1F00JVK,251,1.0,15906.0,21977.0,6071.0
S1F00KDM,271,0.0,16121.0,22671.0,6550.0
S1F00KTN,231,0.0,15958.0,21524.0,5566.0
S1F00LEK,212,0.0,12970.0,18270.0,5300.0
S1F00MNJ,110,1.0,15233.0,17850.0,2617.0
S1F00NPV,295,0.0,16684.0,23749.0,7065.0
S1F00P9G,164,1.0,13863.0,17774.0,3911.0
S1F00P9P,249,0.0,13863.0,19863.0,6000.0
S1F00PGC,212,0.0,12973.0,18273.0,5300.0
S1F00Q5G,280,0.0,16126.0,22820.0,6694.0
S1F00QE7,251,1.0,15905.0,21976.0,6071.0
S1F00TN4,189,1.0,15848.0,20362.0,4514.0
S1F00V0E,212,0.0,12963.0,18263.0,5300.0
S1F00VJT,199,1.0,15290.0,20112.0,4822.0
S1F00VNQ,276,0.0,16651.0,23252.0,6601.0
S1F00W7Y,280,1.0,15848.0,22549.0,6701.0
S1F00W8A,77,1.0,15497.0,17316.0,1819.0
S1F00WY4,224,1.0,16097.0,21447.0,5350.0
S1F00Y4R,251,1.0,15905.0,21975.0,6070.0
S1F00Z1Z,149,1.0,14713.0,18263.0,3550.0
S1F00Z96,247,1.0,16703.0,22603.0,5900.0
S1F00ZDE,212,0.0,12974.0,18276.0,5302.0
S1F00ZZR,219,0.0,13156.0,18459.0,5303.0
S1F01085,370,0.0,15848.0,24742.0,8894.0
S1F0108A,212,0.0,12966.0,18267.0,5301.0
S1F010QY,78,1.0,16695.0,18541.0,1846.0
S1F010SB,251,1.0,15693.0,21690.0,5997.0
S1F011FK,108,1.0,15695.0,18260.0,2565.0
S1F011N4,249,0.0,13862.0,19861.0,5999.0
S1F0127Q,248,0.0,15750.0,21743.0,5993.0
S1F013BB,6,0.0,20698.0,20818.0,120.0
S1F013DY,212,1.0,12976.0,18277.0,5301.0
S1F013GR,205,1.0,13381.0,18323.0,4942.0
S1F013JW,196,1.0,16124.0,20800.0,4676.0
S1F013NR,78,1.0,16126.0,17971.0,1845.0
S1F013T8,231,0.0,15962.0,21528.0,5566.0
S1F013V8,212,0.0,12966.0,18267.0,5301.0
S1F013VL,175,1.0,15727.0,19899.0,4172.0
S1F0141R,251,1.0,15905.0,21976.0,6071.0
S1F014CR,231,0.0,15957.0,21523.0,5566.0
S1F014E6,269,1.0,15769.0,22197.0,6428.0
S1F014EP,248,0.0,15750.0,21743.0,5993.0
S1F014FV,280,1.0,16126.0,22820.0,6694.0
S1F014M7,282,1.0,15921.0,22668.0,6747.0
S1F0153Q,276,1.0,16656.0,23258.0,6602.0
S1F0153V,276,1.0,14717.0,21317.0,6600.0
S1F01548,77,1.0,15922.0,17745.0,1823.0
S1F01553,207,1.0,15850.0,20803.0,4953.0
S1F01570,212,0.0,12967.0,18268.0,5301.0
S1F015JG,23,1.0,15962.0,16490.0,528.0
S1F01633,239,0.0,16098.0,21809.0,5711.0
S1F0166B,370,0.0,15850.0,24743.0,8893.0
S1F016JG,245,1.0,16657.0,22509.0,5852.0
S1F016Z9,61,1.0,15906.0,17344.0,1438.0
S1F0171J,78,1.0,16684.0,18532.0,1848.0
S1F0175R,209,1.0,14262.0,19253.0,4991.0
S1F017DN,152,0.0,13160.0,16808.0,3648.0
